,CENTRO,CENTRO,CENTRO,CENTRO,CENTRO,CENTRO,CENTRO,CENTRO,CENTRO,CENTRO,CENTRO,CENTRO,CENTRO,CENTRO,CENTRO
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2015-01-01,2.1425,12.545833333333336,8.737500000000002,21.28333333333333,2.5416666666666665,43.5,21.869565217391305,713.9041666666667,0.01,95.66666666666667,,0.03241666666666667,5.4941666666666675,3.6500000000000004,64.04166666666667
2015-01-02,2.142916666666667,20.429166666666664,7.874999999999997,28.304166666666664,2.0833333333333335,39.125,16.88888888888889,711.4249999999998,0.01,95.79166666666667,,0.0265,5.704583333333333,2.4000000000000004,67.33333333333333
2015-01-03,2.88875,48.625,14.025,62.650000000000006,2.7083333333333335,93.20833333333333,51.375,711.3791666666666,0.01,93.79166666666667,,0.04025,8.058750000000002,1.7374999999999996,162.25
2015-01-04,2.3829166666666675,21.75833333333334,15.420833333333329,37.17916666666667,12.041666666666666,74.5,28.85,719.1250000000001,,68.45833333333333,,0.12733333333333327,12.621250000000002,5.654166666666668,109.41666666666667
2015-01-05,2.079166666666667,10.356521739130438,15.22173913043478,25.57826086956522,14.916666666666666,43.375,12.238095238095237,722.1291666666666,,74.20833333333333,,0.10908333333333331,10.02875,5.558333333333334,62.625
2015-01-06,2.5683333333333334,21.537499999999998,28.099999999999994,49.63749999999999,8.291666666666666,94.83333333333333,32.125,718.9541666666668,0.01,76.29166666666667,,0.12095833333333328,12.30833333333333,3.5208333333333326,112.58333333333333
2015-01-07,2.4708333333333337,21.575000000000003,17.091666666666665,38.666666666666664,9.625,75.875,24.1,720.3708333333333,0.04,87.75,,0.08370833333333329,12.393333333333333,4.3374999999999995,141.95833333333334
2015-01-08,2.0487499999999996,7.904166666666666,12.737499999999999,20.641666666666666,10.791666666666666,49.083333333333336,14.952380952380953,720.7375000000001,0.01,84.5,,0.032249999999999994,4.275,5.145833333333334,49.5
2015-01-09,2.38125,19.666666666666668,15.04166666666667,34.708333333333336,3.625,66.08695652173913,21.38095238095238,717.4583333333335,0.025,91.375,,0.020458333333333332,5.483750000000001,3.454166666666666,133.70833333333334
2015-01-10,2.1770833333333335,17.054166666666667,11.8125,28.866666666666664,3.8333333333333335,27.583333333333332,16.11764705882353,717.8166666666667,0.019166666666666665,97.08333333333333,,0.021,3.888333333333333,3.4375,75.75
