,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2,SUROESTE2
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2015-02-04,3.43375,21.708333333333332,13.0875,34.79583333333334,27.875,110.625,28.61111111111111,714.7458333333334,,70.375,9.645833333333334,0.37650000000000006,14.550000000000002,3.4583333333333326,156.66666666666666
2015-02-05,1.8770833333333334,9.408333333333333,7.083333333333335,16.491666666666667,17.4,67.79166666666667,22.5,716.6749999999998,,75.91666666666667,7.758333333333333,0.07233333333333335,12.020416666666668,5.229166666666667,140.125
2015-02-06,0.8058333333333333,14.129166666666668,7.554166666666667,21.683333333333334,,77.1304347826087,21.0625,717.0208333333334,,84.625,5.783333333333332,0.19641666666666668,10.699166666666668,3.8874999999999997,106.20833333333333
2015-02-07,1.0691666666666666,15.237499999999999,12.337499999999999,27.575000000000003,29.25,124.52173913043478,28.904761904761905,715.1291666666666,,70.20833333333333,12.850000000000001,0.3720833333333333,14.90875,3.3958333333333335,164.75
2015-02-08,0.5683333333333332,8.9125,6.816666666666667,15.729166666666664,28.285714285714285,68.83333333333333,20.25,713.6916666666666,,44.5,17.12608695652174,0.41133333333333333,21.383749999999996,4.0625,261.8333333333333
2015-02-09,0.5924999999999999,9.383333333333335,7.333333333333332,16.716666666666665,30.789473684210527,65.70833333333333,16.857142857142858,715.0666666666665,,34.583333333333336,19.025,0.3875,20.607916666666668,4.083333333333333,175.125
2015-02-10,0.6062500000000002,8.285714285714286,8.275000000000002,16.183333333333334,34.23809523809524,72.16666666666667,21.25,714.1916666666667,,42.833333333333336,9.916666666666666,0.37958333333333333,18.767083333333332,3.6750000000000003,167.625
2015-02-11,0.7908333333333334,11.004166666666668,10.787500000000001,21.79166666666667,34.3125,102.20833333333333,23.1,713.4541666666668,,53.083333333333336,11.033333333333331,0.3704999999999999,18.800416666666667,4.575,146.29166666666666
2015-02-12,0.6191666666666665,6.758333333333333,6.429166666666666,13.1875,18.666666666666668,31.095238095238095,17.571428571428573,716.1458333333334,,90.125,6.330434782608694,0.064,13.057916666666669,7.370833333333333,114.70833333333333
2015-02-13,1.0466666666666666,13.137500000000001,10.387500000000001,23.525000000000002,24.0,76.95833333333333,24.8125,716.8833333333333,,87.58333333333333,5.95,0.11349999999999999,11.332500000000001,4.729166666666667,116.91666666666667
2015-02-14,1.2166666666666666,15.270833333333334,11.337499999999999,26.60833333333333,,104.65217391304348,27.55,716.2999999999998,,88.20833333333333,7.937499999999999,0.05591666666666667,13.292083333333336,3.095833333333333,139.04166666666666
2015-02-15,1.1541666666666668,11.641666666666664,9.845833333333335,21.487499999999994,19.833333333333332,115.45833333333333,33.375,714.4625000000001,,85.20833333333333,8.408695652173915,0.20816666666666664,15.953333333333333,2.691666666666667,163.41666666666666
2015-02-16,0.7508333333333335,9.950000000000003,6.4875,16.437499999999996,20.916666666666668,82.0,32.0,713.2208333333333,,62.958333333333336,10.191666666666666,0.3411666666666667,19.323333333333327,5.458333333333335,198.875
