,SUROESTE,SUROESTE,SUROESTE,SUROESTE,SUROESTE,SUROESTE,SUROESTE,SUROESTE,SUROESTE,SUROESTE,SUROESTE,SUROESTE,SUROESTE,SUROESTE,SUROESTE
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2015-02-24,,,,,,64.875,27.47826086956522,703.1458333333335,,88.66666666666667,,0.04058333333333334,3.4445833333333336,6.654166666666666,114.625
2015-02-25,,,,,,96.95833333333333,38.0,698.4083333333333,,66.45833333333333,,0.18412500000000007,11.141666666666666,8.266666666666667,154.70833333333334
2015-02-26,,,,,,182.04166666666666,43.0,700.3333333333334,,59.791666666666664,,0.19366666666666668,14.225833333333336,10.991666666666665,165.125
2015-02-27,,,,,,39.083333333333336,21.375,703.9625,0.01,87.16666666666667,,0.03333333333333333,6.392083333333335,15.958333333333336,110.83333333333333
2015-02-28,,,,,,97.45833333333333,47.9,703.975,0.01,83.70833333333333,,0.11941666666666663,7.165,6.345833333333332,106.75
2015-03-01,,,,,,112.125,60.916666666666664,704.4208333333332,,83.0,,0.12870833333333329,10.641666666666667,5.266666666666666,144.125
2015-03-02,,,,,,51.0,29.35,704.8625000000001,0.01,90.75,,0.036375000000000005,10.135833333333334,8.108333333333334,117.625
2015-03-03,,,,,,122.29166666666667,45.0,698.9541666666668,0.01,80.125,,0.1955000000000001,15.457083333333335,5.154166666666667,164.375
2015-03-04,,,,,,189.29166666666666,57.416666666666664,696.6916666666666,,75.75,,0.17187500000000008,19.548749999999995,5.466666666666668,172.875
2015-03-05,,,,,,77.08333333333333,14.470588235294118,708.8624999999998,0.01,75.41666666666667,,0.04562499999999997,7.8775,12.891666666666666,105.04166666666667
2015-03-06,,,,,,52.041666666666664,19.88888888888889,711.3624999999998,,62.333333333333336,,0.07187499999999998,5.757083333333335,11.083333333333334,118.29166666666667
2015-03-07,,,,,,72.41666666666667,22.136363636363637,708.3916666666668,,61.0,,0.13516666666666663,8.319166666666666,7.6875,145.20833333333334
2015-03-08,,,,,,113.375,48.68181818181818,703.6958333333333,0.04,71.5,,0.10483333333333332,12.130416666666667,6.533333333333334,167.79166666666666
2015-03-09,,,,,,87.29166666666667,49.11764705882353,698.8333333333334,0.08,73.83333333333333,,0.17800000000000005,16.960833333333333,9.329166666666667,178.95833333333334
2015-03-10,,,,,,44.23809523809524,22.055555555555557,701.313043478261,0.11222222222222222,88.30434782608695,,0.04195652173913044,14.596956521739129,10.1,116.56521739130434
2015-03-11,,,,,,48.57142857142857,23.263157894736842,704.6166666666667,0.04,79.5,,0.11037499999999999,13.944583333333336,6.499999999999999,143.70833333333334
2015-03-12,,,,,,125.69565217391305,38.904761904761905,703.408695652174,0.01,65.1304347826087,,0.20756521739130443,15.48695652173913,7.45217391304348,192.82608695652175
2015-03-13,,,,,,109.08333333333333,41.22727272727273,702.1916666666667,0.03875000000000001,77.95833333333333,,0.057999999999999975,14.098333333333336,4.762499999999999,206.58333333333334
2015-03-14,,,,,,71.54166666666667,46.611111111111114,703.8499999999999,0.04,78.54166666666667,,0.047749999999999966,14.24708333333333,6.345833333333332,185.79166666666666
2015-03-15,,,,,,33.25,18.0,705.8875000000002,0.015,77.41666666666667,,0.08312499999999996,14.699583333333335,13.233333333333333,117.95833333333333
2015-03-16,,,,,,35.666666666666664,18.4,705.6833333333334,0.01,87.5,,0.0492083333333333,12.945,9.958333333333332,147.04166666666666
2015-03-17,,,,,,52.458333333333336,30.375,703.6,0.038000000000000006,85.625,,0.07304166666666663,15.24041666666667,6.941666666666666,174.58333333333334
2015-03-18,,,,,,119.5,46.208333333333336,701.3333333333334,0.01,81.79166666666667,,0.10816666666666665,16.940416666666668,4.9624999999999995,183.7391304347826
2015-03-19,,,,,,172.875,56.0,699.7666666666665,,77.45833333333333,,0.21495833333333345,19.305416666666662,7.295833333333333,207.83333333333334
2015-03-20,,,,,,144.5,44.5,701.6916666666666,0.01,79.25,,0.09474999999999999,20.107916666666668,6.891666666666666,178.29166666666666
2015-03-21,,,,,,47.5,29.5,702.1791666666668,0.05700000000000001,85.79166666666667,,0.08187499999999996,17.522083333333335,6.362500000000001,158.41666666666666
2015-03-22,,,,,,77.5,41.0,702.3166666666666,0.01,69.20833333333333,,0.22587500000000005,21.539166666666663,6.454166666666668,186.58333333333334
2015-03-23,,,,,,107.58333333333333,35.46153846153846,702.7583333333333,,57.75,,0.25125000000000003,21.949166666666667,7.758333333333333,188.375
2015-03-24,,,,,,122.54166666666667,38.15,700.775,,58.708333333333336,,0.24625000000000008,22.390416666666667,8.549999999999999,165.125
2015-03-25,,,,,,137.41666666666666,54.705882352941174,698.9041666666667,,73.625,,0.19016666666666673,20.624166666666664,7.6291666666666655,150.91666666666666
2015-03-26,,,,,,127.5,36.55555555555556,701.8416666666668,,68.625,,0.15058333333333332,18.843749999999996,9.816666666666666,136.95833333333334
2015-03-27,,,,,,68.75,25.11764705882353,706.2624999999999,,43.375,,0.25425000000000014,18.619166666666665,9.321739130434782,117.43478260869566
2015-03-28,,,,,,133.70833333333334,37.5,704.1833333333333,,46.958333333333336,,0.2552083333333334,19.83541666666667,6.920833333333332,203.56521739130434
2015-03-29,,,,,,101.25,32.76470588235294,702.8333333333334,,47.291666666666664,,0.2670416666666667,23.54791666666667,8.1,199.58333333333334
2015-03-30,,,,,,119.79166666666667,44.35294117647059,702.7666666666665,,52.916666666666664,,0.26429166666666676,22.943333333333328,10.520833333333334,171.29166666666666
2015-03-31,,,,,,93.29166666666667,34.85,701.1291666666667,,75.08333333333333,,0.1445,20.341666666666665,9.016666666666667,139.91666666666666
2015-04-01,,,,,,102.125,43.857142857142854,698.9250000000001,,70.375,,0.23324999999999999,21.88333333333333,9.450000000000001,163.95833333333334
2015-04-02,,,,,,139.33333333333334,51.5,699.5583333333334,,57.916666666666664,,0.24750000000000008,24.439583333333335,8.208333333333332,189.33333333333334
2015-04-03,,,,,,112.0,61.31578947368421,700.15,,69.54166666666667,,0.2407916666666667,24.300833333333333,9.3375,139.125
2015-04-04,,,,,,26.59090909090909,16.0,704.3249999999999,0.025000000000000005,87.75,,0.05479166666666665,17.009583333333335,13.279166666666669,112.95833333333333
2015-04-05,,,,,,44.083333333333336,24.7,700.4708333333334,0.01,77.54166666666667,,0.22554166666666675,19.39916666666667,7.504166666666666,153.79166666666666
2015-04-06,,,,,,80.20833333333333,34.0,699.4666666666666,,81.45833333333333,,0.1130833333333333,21.351249999999997,7.083333333333332,126.5
2015-04-07,,,,,,113.70833333333333,36.95652173913044,700.25,,75.29166666666667,,0.20491666666666672,22.0775,7.991666666666667,161.66666666666666
2015-04-08,,,,,,102.125,51.95,699.0833333333331,0.07,77.58333333333333,,0.1682500000000001,21.61125,7.633333333333334,148.45833333333334
2015-04-09,,,,,,112.83333333333333,51.888888888888886,698.3541666666665,0.03333333333333333,62.916666666666664,,0.22941666666666669,26.184583333333332,9.308333333333335,145.75
2015-04-10,,,,,,60.041666666666664,34.333333333333336,701.4583333333335,0.08666666666666667,68.25,,0.16754166666666673,23.138749999999998,10.524999999999999,166.91666666666666
2015-04-11,,,,,,58.25,26.166666666666668,700.8416666666667,0.05600000000000001,80.16666666666667,,0.15429166666666663,21.065833333333337,7.637499999999998,168.08333333333334
2015-04-12,,,,,,57.833333333333336,40.857142857142854,698.5708333333333,0.195,78.125,,0.15141666666666664,21.257499999999997,9.391666666666666,158.66666666666666
2015-04-13,,,,,,88.20833333333333,46.07142857142857,700.0,,70.08333333333333,,0.234625,22.4675,7.275000000000001,169.75
2015-04-14,,,,,,72.25,33.05555555555556,701.9541666666668,,75.95833333333333,,0.0879583333333333,19.62666666666667,10.416666666666668,133.16666666666666
2015-04-15,,,,,,66.0,28.63157894736842,700.4791666666666,,76.75,,0.14441666666666664,19.506666666666664,8.483333333333333,124.25
2015-04-16,,,,,,109.41666666666667,39.63636363636363,698.4166666666665,,74.625,,0.21800000000000008,21.799166666666668,8.179166666666665,165.33333333333334
2015-04-17,,,,,,152.95833333333334,45.30434782608695,698.1500000000001,,58.833333333333336,,0.19895833333333343,24.472499999999997,6.145833333333332,207.45833333333334
2015-04-18,,,,,,78.16666666666667,31.4375,697.1833333333333,,45.75,,0.22829166666666675,26.150416666666672,13.337500000000004,232.08333333333334
2015-04-19,,,,,,68.26086956521739,39.083333333333336,697.2750000000001,,64.625,,0.25762500000000005,23.94875,8.654166666666665,141.29166666666666
2015-04-20,,,,,,47.833333333333336,24.923076923076923,699.4708333333333,,80.29166666666667,,0.10587499999999994,19.021666666666665,12.279166666666667,120.45833333333333
2015-04-21,,,,,,69.125,34.333333333333336,699.4499999999999,,80.54166666666667,,0.13666666666666666,18.53083333333333,8.441666666666668,150.41666666666666
2015-04-22,,,,,,124.95833333333333,49.708333333333336,698.0375,,77.70833333333333,,0.19983333333333342,23.130000000000006,7.241666666666666,133.75
2015-04-23,,,,,,115.70833333333333,49.0,698.2333333333335,,74.16666666666667,,0.21637500000000007,24.98458333333333,9.375000000000002,172.79166666666666
2015-04-24,,,,,,108.45833333333333,51.77777777777778,696.8375000000001,0.06,69.70833333333333,,0.19825,25.49083333333333,7.616666666666668,160.2608695652174
2015-04-25,,,,,,120.41666666666667,41.416666666666664,696.4250000000001,,57.875,,0.2572500000000001,26.711666666666662,9.329166666666664,161.25
2015-04-26,,,,,,73.875,33.857142857142854,693.6541666666667,,49.541666666666664,,0.2613333333333334,28.06791666666666,7.158333333333331,223.54166666666666
2015-04-27,,,,,,98.58333333333333,45.36363636363637,694.6833333333334,,37.916666666666664,,0.25391666666666673,24.470833333333335,9.433333333333332,140.20833333333334
2015-04-28,,,,,,86.08333333333333,29.09090909090909,701.0291666666667,,44.375,,0.2794166666666667,19.66541666666667,13.054166666666667,122.41666666666667
2015-04-29,,,,,,53.125,24.8125,702.9833333333332,,47.083333333333336,,0.2815833333333334,17.519166666666667,11.050000000000002,173.54166666666666
2015-04-30,,,,,,66.83333333333333,24.428571428571427,701.4166666666666,,53.0,,0.28037500000000004,18.82416666666667,9.533333333333333,141.25
2015-05-01,,,,,,84.04166666666667,37.94117647058823,701.7166666666667,,56.791666666666664,,0.2845833333333334,21.125,9.266666666666667,139.04166666666666
2015-05-02,,,,,,59.5,23.5,701.4625,,71.5,,0.22812500000000002,20.02333333333333,9.429166666666667,117.5
2015-05-03,,,,,,53.25,25.0,699.8625000000001,,78.875,,0.11945833333333332,20.104166666666668,10.141666666666666,121.75
2015-05-04,,,,,,45.583333333333336,21.764705882352942,699.4083333333333,,84.125,,0.08124999999999999,20.807083333333335,10.916666666666666,116.375
2015-05-05,,,,,,53.041666666666664,26.5625,698.2166666666666,,78.54166666666667,,0.2257083333333334,22.464583333333334,10.987499999999999,109.83333333333333
2015-05-06,,,,,,65.70833333333333,39.266666666666666,697.7166666666666,,75.25,,0.21158333333333337,23.669583333333332,10.775,111.625
2015-05-07,,,,,,98.375,42.45,697.2125000000001,,71.41666666666667,,0.2585416666666667,25.60083333333333,10.208333333333334,122.54166666666667
2015-05-08,,,,,,141.79166666666666,58.05,697.7208333333333,0.09666666666666668,70.33333333333333,,0.17295833333333344,25.364166666666666,8.841666666666667,160.20833333333334
2015-05-09,,,,,,156.16666666666666,49.26315789473684,696.1708333333335,0.17500000000000002,62.875,,0.23516666666666672,25.843750000000004,8.758333333333333,163.45833333333334
2015-05-10,,,,,,122.625,46.3,696.25,,74.25,,0.19383333333333339,24.730000000000008,7.75,166.04166666666666
2015-05-11,,,,,,101.43478260869566,43.578947368421055,698.5083333333333,,77.75,,0.15424999999999997,24.47041666666667,8.808333333333334,107.79166666666667
2015-05-12,,,,,,62.15,22.714285714285715,702.1833333333333,0.07428571428571429,80.20833333333333,,0.13295833333333332,21.4225,13.329166666666666,110.75
2015-05-13,,,,,,71.625,27.526315789473685,701.5375,,75.125,,0.18754166666666675,22.738333333333333,9.229166666666666,144.45833333333334
2015-05-14,,,,,,92.04166666666667,32.5,701.0124999999999,,74.20833333333333,,0.1425833333333333,23.169583333333332,8.687500000000002,153.83333333333334
2015-05-15,,,,,,91.0,31.57894736842105,699.2208333333333,0.015,70.33333333333333,,0.24966666666666673,24.639999999999997,10.191666666666666,152.58333333333334
2015-05-16,,,,,,140.70833333333334,54.705882352941174,696.9666666666667,,57.791666666666664,,0.2866250000000001,27.560416666666665,9.637500000000001,180.79166666666666
2015-05-17,,,,,,85.91666666666667,43.94736842105263,699.2416666666667,,61.541666666666664,,0.2709583333333333,27.227083333333336,11.554166666666667,155.66666666666666
2015-05-18,,,,,,82.58823529411765,39.53846153846154,701.238888888889,,77.5,,0.22727777777777783,24.70777777777778,11.316666666666668,109.11111111111111
2015-05-19,,,,,,57.5,32.42857142857143,699.4375,,76.58333333333333,,0.20158333333333336,24.87875,12.287500000000001,100.25
2015-05-20,,,,,,77.875,43.625,699.0208333333331,,75.29166666666667,,0.20800000000000005,24.83458333333333,10.141666666666667,109.41666666666667
2015-05-21,,,,,,53.416666666666664,20.90909090909091,701.1499999999997,,79.125,,0.15466666666666665,23.451666666666668,12.9375,100.66666666666667
2015-05-22,,,,,,54.958333333333336,42.375,702.1333333333336,0.03,73.70833333333333,,0.16374999999999998,23.247916666666665,10.091666666666667,158.75
2015-05-23,,,,,,63.13636363636363,38.30769230769231,700.6125000000001,0.07000000000000002,74.83333333333333,,0.2525,24.370833333333337,11.9375,135.125
2015-05-24,,,,,,31.625,31.714285714285715,699.1375000000002,0.037500000000000006,66.0,,0.23712500000000006,24.337500000000002,8.770833333333334,159.875
2015-05-25,,,,,,87.0,48.5,697.4458333333333,,67.66666666666667,,0.27887500000000004,26.235833333333332,9.520833333333334,163.33333333333334
2015-05-26,,,,,,71.33333333333333,40.8421052631579,699.5541666666667,,73.33333333333333,,0.2217083333333334,25.412083333333328,11.4125,112.70833333333333
2015-05-27,,,,,,83.45833333333333,33.0,700.6875000000001,,76.16666666666667,,0.18445833333333342,25.267500000000002,11.970833333333333,112.66666666666667
2015-05-28,,,,,,77.625,37.85,700.5166666666668,0.01,73.25,,0.20229166666666673,25.05791666666666,9.937500000000002,145.08333333333334
2015-05-29,,,,,,62.583333333333336,31.307692307692307,700.375,,75.375,,0.26066666666666666,24.656666666666666,12.300000000000002,99.20833333333333
2015-05-30,,,,,,65.25,33.9,701.4291666666667,0.21000000000000002,72.91666666666667,,0.2383750000000001,23.877083333333328,10.875,110.125
2015-05-31,,,,,,31.458333333333332,22.4,703.3125,,67.79166666666667,,0.25300000000000006,22.452916666666667,8.716666666666667,90.66666666666667
2015-06-01,,,,,,63.083333333333336,28.642857142857142,702.6875,,64.20833333333333,,0.29875,24.043750000000003,8.633333333333333,144.54166666666666
2015-06-02,,,,,,80.75,32.57142857142857,701.2416666666668,,64.54166666666667,,0.2857083333333334,24.89333333333333,7.900000000000002,146.91666666666666
2015-06-03,,,,,,77.5,39.72727272727273,699.2666666666668,,64.125,,0.28525000000000006,25.500416666666666,8.129166666666666,128.0
2015-06-04,,,,,,49.375,22.88888888888889,699.7875,,70.04166666666667,,0.24433333333333343,24.981249999999992,10.729166666666666,107.125
2015-06-05,,,,,,53.625,28.76923076923077,700.7166666666667,,72.04166666666667,,0.26116666666666677,24.74,12.60416666666667,108.66666666666667
2015-06-06,,,,,,45.666666666666664,24.4,700.6374999999999,,74.66666666666667,,0.18087500000000004,24.167916666666667,11.983333333333334,106.16666666666667
2015-06-07,,,,,,31.5,26.77777777777778,700.1125000000002,,75.04166666666667,,0.19758333333333336,24.064166666666665,11.395833333333334,99.125
2015-06-08,,,,,,47.833333333333336,31.583333333333332,700.5833333333334,,68.79166666666667,,0.2002083333333334,24.851250000000007,8.795833333333333,120.125
2015-06-09,,,,,,50.916666666666664,22.933333333333334,699.9166666666666,,68.16666666666667,,0.2512916666666667,25.503750000000007,9.933333333333335,115.66666666666667
2015-06-10,,,,,,56.5,27.0,698.1208333333333,,67.75,,0.261875,26.41625,9.862499999999999,101.66666666666667
2015-06-11,,,,,,63.958333333333336,41.4,696.8666666666668,,69.625,,0.2593750000000001,26.174999999999997,10.1,99.33333333333333
2015-06-12,,,,,,46.0,40.07142857142857,696.4458333333332,,70.08333333333333,,0.2693750000000001,26.75375,11.491666666666667,96.20833333333333
2015-06-13,,,,,,,43.8235294117647,696.7958333333332,,70.0,,0.269,27.1375,11.649999999999997,96.29166666666667
2015-06-14,,,,,,,44.10526315789474,697.5750000000002,,71.16666666666667,,0.26795833333333335,26.410416666666666,12.275,97.66666666666667
2015-06-15,,,,,,30.75,34.0,698.9499999999999,,69.375,,0.21637500000000007,26.025000000000002,10.316666666666666,102.79166666666667
2015-06-16,,,,,,58.43478260869565,19.77777777777778,699.5791666666668,,64.5,,0.21858333333333338,26.36916666666667,7.575,163.70833333333334
2015-06-17,,,,,,87.875,42.3125,699.6375000000002,0.305,69.95833333333333,,0.156125,25.70125,7.262499999999999,156.25
2015-06-18,,,,,,54.958333333333336,37.61538461538461,700.6583333333333,,76.79166666666667,,0.14491666666666667,23.952916666666667,8.545833333333333,122.91666666666667
2015-06-19,,,,,,54.958333333333336,22.72222222222222,701.6041666666665,0.05000000000000001,83.58333333333333,,0.07233333333333332,22.74999999999999,6.466666666666668,144.41666666666666
2015-06-20,,,,,,54.916666666666664,23.764705882352942,701.25,0.06,81.08333333333333,,0.13704166666666667,23.460000000000008,6.199999999999998,153.16666666666666
2015-06-21,,,,,,68.91666666666667,33.9375,701.0583333333334,0.055,81.54166666666667,,0.14737499999999998,23.63291666666667,8.158333333333333,112.91666666666667
2015-06-22,,,,,,78.66666666666667,38.666666666666664,701.9416666666666,0.01666666666666667,84.45833333333333,,0.11254166666666665,22.438750000000002,8.220833333333333,107.04166666666667
2015-06-23,,,,,,116.25,46.95,702.4416666666666,,73.16666666666667,,0.21408333333333338,24.383333333333336,12.612499999999997,102.79166666666667
2015-06-24,,,,,,64.54166666666667,34.111111111111114,703.4708333333334,,70.83333333333333,,0.24512500000000004,24.735416666666666,13.900000000000004,91.25
2015-06-25,,,,,,61.958333333333336,36.333333333333336,702.9249999999998,,68.41666666666667,,0.23520833333333338,25.456666666666674,9.804166666666665,114.66666666666667
2015-06-26,,,,,,89.5,51.588235294117645,701.1749999999998,,63.916666666666664,,0.28291666666666676,26.979583333333327,8.154166666666665,123.875
2015-06-27,,,,,,85.33333333333333,53.857142857142854,701.4583333333334,,68.66666666666667,,0.2765,26.232916666666668,9.720833333333333,146.20833333333334
2015-06-28,,,,,,52.375,26.181818181818183,701.6875,,66.5,,0.26954166666666673,25.903750000000002,9.520833333333334,151.70833333333334
2015-06-29,,,,,,81.25,42.0,701.125,,69.54166666666667,,0.22879166666666673,25.217083333333335,8.904166666666667,121.66666666666667
2015-06-30,,,,,,69.0,34.23529411764706,700.9874999999998,,68.75,,0.21879166666666672,24.81125,10.495833333333332,114.20833333333333
2015-07-01,,,,,,44.833333333333336,26.375,701.4541676839193,,75.41666666666667,,0.14025000058851825,22.979999939600628,9.350000003973642,121.83333333333333
2015-07-02,,,,,,83.16666666666667,45.15,700.466672261556,,71.5,,0.24775000016476648,23.761666854222614,10.337500055631002,123.54166666666667
2015-07-03,,,,,,87.35,31.166666666666668,699.9400054931641,,73.1,,0.250450001785066,24.31200008392334,10.380000019073487,114.95833333333333
2015-07-04,,,,,,61.625,22.4,700.0041681925455,,67.79166666666667,,0.27408333311905153,25.854583024978638,10.975000033775965,96.16666666666667
2015-07-05,,,,,,60.166666666666664,33.15384615384615,700.8749974568685,,68.25,,0.2421666640730109,25.785000165303547,10.100000013907751,115.79166666666667
