,SURESTE2,SURESTE2,SURESTE2,SURESTE2,SURESTE2,SURESTE2,SURESTE2,SURESTE2,SURESTE2,SURESTE2,SURESTE2,SURESTE2,SURESTE2,SURESTE2,SURESTE2
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2015-01-01,,,,,,22.833333333333332,,724.1166666666664,0.01,89.95833333333333,,0.04672727272727273,6.035416666666666,5.033333333333334,173.75
2015-01-02,,,,,,18.52173913043478,,722.9458333333333,0.01,89.08333333333333,,0.047181818181818186,6.4241666666666655,4.129166666666667,154.04166666666666
2015-01-03,,,,,,41.958333333333336,,722.875,0.01,88.0,,0.07141666666666667,8.303333333333335,3.995833333333333,170.375
2015-01-04,,,,,,87.5,,726.2916666666665,0.01,66.54166666666667,,0.18700000000000003,12.748333333333333,7.670833333333334,246.75
2015-01-05,,,,,,42.958333333333336,,727.8958333333331,,69.5,,0.16283333333333333,9.889166666666664,6.416666666666668,123.04166666666667
2015-01-06,,,,,,69.16666666666667,,726.2916666666669,0.016666666666666666,69.95833333333333,,0.17291666666666664,12.267916666666666,3.254166666666668,127.95833333333333
2015-01-07,,,,,,75.0,,726.85,0.017499999999999998,82.83333333333333,,0.07333333333333333,12.738749999999998,6.704166666666668,276.2083333333333
2015-01-08,,,,,,39.583333333333336,,727.2041666666668,0.015,77.70833333333333,,0.042083333333333334,5.34375,7.354166666666667,221.66666666666666
2015-01-09,,,,,,55.958333333333336,,725.6291666666667,0.025,82.45833333333333,,0.05291666666666667,6.505833333333334,7.800000000000001,275.3333333333333
2015-01-10,,,,,,15.954545454545455,,725.8708333333333,0.030000000000000002,86.83333333333333,,0.04883333333333334,5.079999999999999,7.779166666666668,278.625
2015-01-11,,,,,,47.875,,724.3541666666666,,79.29166666666667,,0.2313333333333333,9.11625,4.6000000000000005,199.625
2015-01-12,,,,,,103.79166666666667,,724.4416666666667,0.01,72.125,,0.22175,13.518333333333333,5.0375000000000005,174.75
2015-01-13,,,,,,15.88888888888889,,725.8458333333333,0.03000000000000001,88.75,,0.028833333333333332,7.779583333333331,6.958333333333333,174.25
2015-01-14,,,,,,13.5,,725.125,0.01,88.91666666666667,,0.05683333333333334,6.575,4.695833333333334,157.625
2015-01-15,,,,,,33.625,,725.8333333333334,,75.16666666666667,,0.09916666666666667,8.764166666666668,7.845833333333332,260.5
2015-01-16,,,,,,111.58333333333333,,725.6499999999997,,68.29166666666667,,0.2095,11.8025,3.7875,213.5
2015-01-17,,,,,,177.375,,724.0791666666668,,64.20833333333333,,0.2008333333333333,15.744583333333333,3.8666666666666667,230.41666666666666
2015-01-18,,,,,,104.29166666666667,,725.6666666666669,,43.541666666666664,,0.12083333333333335,16.80125,5.7124999999999995,216.375
2015-01-19,,,,,,163.91666666666666,,723.4958333333334,,55.458333333333336,,0.16271428571428567,17.442500000000003,3.058333333333333,217.20833333333334
2015-01-20,,,,,,145.33333333333334,,722.1833333333333,,51.541666666666664,,0.18549999999999997,21.31833333333333,5.733333333333334,211.625
2015-01-21,,,,,,86.66666666666667,,721.9500000000002,,72.04166666666667,,0.15746153846153843,18.412499999999998,5.887499999999999,181.91666666666666
2015-01-22,,,,,,32.083333333333336,,722.6500000000001,0.02,80.45833333333333,,0.06908333333333334,14.336249999999998,12.404166666666663,284.8333333333333
2015-01-23,,,,,,34.041666666666664,,725.1125000000001,,63.916666666666664,,0.11891666666666667,9.72125,13.879166666666668,287.75
2015-01-24,,,,,,78.16666666666667,,725.3000000000001,,63.541666666666664,,0.17541666666666667,10.769166666666669,4.6125,222.5
2015-01-25,,,,,,118.58333333333333,,724.1833333333334,,52.833333333333336,,0.153,14.648750000000005,5.325,246.0
2015-01-26,,,,,,84.70833333333333,,725.2625000000002,,38.75,,0.20525000000000002,17.442499999999995,5.529166666666668,197.58333333333334
2015-01-27,,,,,,108.08333333333333,,724.6500000000001,,42.666666666666664,,0.2147142857142857,19.209583333333335,4.5166666666666675,237.58333333333334
2015-01-28,,,,,,126.83333333333333,,723.9041666666667,,46.458333333333336,,0.20253846153846158,19.30125,5.816666666666667,208.54166666666666
2015-01-29,,,,,,86.58333333333333,,724.1833333333334,,59.833333333333336,,0.20186666666666664,18.605416666666667,4.7625,187.125
2015-01-30,,,,,,29.583333333333332,,724.8875000000002,0.1075,82.08333333333333,,0.09841666666666667,17.407083333333333,9.541666666666666,101.625
2015-01-31,,,,,,33.125,,722.6333333333333,0.024999999999999998,84.625,,0.10299999999999998,16.345,6.804166666666666,122.95833333333333
2015-02-01,,,,,,69.43478260869566,,722.2391304347826,0.016,82.91304347826087,,0.10345454545454542,17.49695652173913,4.6521739130434785,211.34782608695653
2015-02-02,,,,,,20.956521739130434,,725.4000000000001,0.037500000000000006,77.33333333333333,,0.04641666666666667,9.834583333333335,7.175,228.41666666666666
2015-02-03,0.58625,16.375000000000004,11.375,27.75,,21.833333333333332,,724.7416666666667,0.01916666666666667,88.75,3.2857142857142856,0.05308333333333334,7.193749999999999,5.591666666666666,113.33333333333333
2015-02-04,0.6104166666666665,17.726086956521737,14.679166666666667,31.691666666666666,,63.875,,723.5,,77.79166666666667,2.0043478260869567,0.26658333333333334,13.743333333333334,4.975,155.33333333333334
2015-02-05,0.5410526315789475,19.65,9.058333333333332,28.708333333333332,,64.70833333333333,,725.5125000000002,0.01,83.625,2.0944444444444446,0.07733333333333332,11.953749999999998,7.358333333333333,238.95833333333334
2015-02-06,0.2205882352941177,9.954166666666667,5.466666666666668,15.420833333333334,,32.125,,725.9499999999999,0.01,84.875,2.316666666666667,0.07325,11.098333333333334,5.529166666666668,128.04166666666666
2015-02-07,0.8010526315789473,23.6375,9.558333333333335,33.19583333333333,,82.375,,723.8333333333334,,69.33333333333333,2.695833333333333,0.2638333333333333,16.111666666666665,4.020833333333333,212.5
2015-02-08,1.4765000000000001,46.629166666666656,19.016666666666666,65.64583333333331,,160.16666666666666,,722.0791666666668,,54.22727272727273,3.2166666666666663,0.29975,21.39166666666667,4.9,254.66666666666666
2015-02-09,0.5850000000000001,10.221739130434784,12.543478260869565,21.870833333333337,,99.70833333333333,,723.4833333333331,,38.083333333333336,3.143478260869565,0.2960833333333333,22.21958333333333,8.1875,234.70833333333334
2015-02-10,0.8509090909090911,14.937500000000002,9.024999999999997,23.962500000000002,,118.08333333333333,,722.7208333333333,,50.0,3.2083333333333335,0.29150000000000004,19.342499999999998,6.341666666666665,185.29166666666666
2015-02-11,0.43666666666666676,6.618181818181818,8.487500000000002,14.608333333333334,,81.29166666666667,,722.0666666666667,,54.291666666666664,3.252380952380953,0.27924999999999994,18.64875,6.129166666666666,189.29166666666666
2015-02-12,0.14285714285714285,5.042857142857143,4.55,9.02608695652174,,30.583333333333332,,724.9625,0.07333333333333338,87.58333333333333,3.4083333333333337,0.02316666666666667,14.0175,7.762499999999999,183.33333333333334
2015-02-13,0.30166666666666675,5.179166666666668,7.7,12.879166666666668,,48.708333333333336,,725.75,0.019999999999999997,85.79166666666667,3.4099999999999993,0.06924999999999999,12.183333333333335,5.062500000000001,200.375
2015-02-14,0.4878260869565217,7.333333333333336,8.625000000000002,15.95833333333333,,66.70833333333333,,725.0250000000001,0.01,88.20833333333333,3.538888888888889,0.04983333333333334,14.270000000000003,2.0166666666666666,219.16666666666666
2015-02-15,0.46318181818181814,7.28695652173913,8.10869565217391,15.395652173913044,,73.95454545454545,,723.0478260869568,0.011666666666666667,84.8695652173913,3.6652173913043478,0.11563636363636362,16.804347826086953,3.6695652173913045,174.3913043478261
2015-02-16,1.1854545454545455,25.35416666666667,12.424999999999999,37.779166666666654,,86.33333333333333,,721.6625,,63.041666666666664,3.693333333333334,0.23375,20.238750000000003,9.287500000000001,284.4583333333333
