,NORTE,NORTE,NORTE,NORTE,NORTE,NORTE,NORTE,NORTE,NORTE,NORTE,NORTE,NORTE,NORTE,NORTE,NORTE
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2015-01-01,1.8183333333333334,7.4333333333333345,6.304166666666666,13.737499999999999,7.0,19.833333333333332,,717.7583333333333,,84.79166666666667,1.7099999999999997,0.07045454545454545,6.0391666666666675,4.2625,99.75
2015-01-02,1.9825,15.741666666666665,7.854166666666667,23.595833333333335,4.833333333333333,30.4,,715.0041666666667,,85.04166666666667,1.8681818181818182,0.04861538461538462,6.350833333333333,4.358333333333333,69.54166666666667
2015-01-03,2.6505263157894734,27.294736842105266,11.826315789473684,39.12105263157895,6.421052631578948,51.526315789473685,,714.8000000000001,,81.0,2.0647058823529414,0.1315714285714286,8.86315789473684,3.3157894736842106,159.6315789473684
2015-01-04,2.2329166666666667,14.458333333333329,10.545833333333333,25.004166666666677,19.916666666666668,60.214285714285715,,723.3375000000001,,57.916666666666664,2.3125,0.23399999999999999,12.720416666666667,5.583333333333333,168.25
2015-01-05,2.0373913043478256,10.256521739130434,16.41739130434783,26.673913043478255,18.26086956521739,57.26086956521739,,727.0272727272725,,62.73913043478261,2.6428571428571437,0.19754545454545455,10.206521739130435,6.395652173913043,106.91304347826087
2015-01-06,2.4108333333333327,20.495833333333326,27.041666666666668,47.537500000000016,12.347826086956522,101.70833333333333,,723.2208333333333,,65.5,3.8958333333333335,0.22358333333333333,12.777499999999998,4.433333333333333,145.375
2015-01-07,2.04875,10.487499999999999,13.24583333333333,23.733333333333338,15.695652173913043,43.958333333333336,,724.7208333333333,,76.45833333333333,3.483333333333334,0.13163636363636363,12.922083333333333,5.420833333333333,130.66666666666666
2015-01-08,1.979583333333334,6.379166666666666,11.195833333333335,17.575,15.625,37.541666666666664,,725.2958333333335,,70.70833333333333,1.8857142857142855,0.06975,5.07,5.950000000000002,85.0
2015-01-09,2.070833333333333,8.16666666666667,12.200000000000001,20.366666666666667,9.333333333333334,91.5625,,721.6291666666667,,79.41666666666667,1.8649999999999995,0.03716666666666667,6.324583333333332,4.291666666666666,138.04166666666666
2015-01-10,2.0258333333333334,6.445833333333333,8.033333333333333,14.479166666666666,9.041666666666666,10.473684210526315,,722.0666666666667,,84.41666666666667,1.7562499999999999,0.04733333333333334,4.474166666666665,3.0499999999999994,55.666666666666664
2015-01-11,2.7195652173913047,20.356521739130436,17.117391304347827,37.47391304347827,12.833333333333334,63.0,,718.5318181818182,,75.65217391304348,2.4681818181818183,0.2911818181818182,9.76391304347826,3.547826086956522,130.91304347826087
2015-01-12,3.7179166666666674,35.979166666666664,23.004166666666674,58.98333333333333,17.565217391304348,195.33333333333334,,718.725,,67.75,4.073913043478262,0.28150000000000003,14.344166666666666,5.3875,154.08333333333334
2015-01-13,2.1112500000000005,10.270833333333332,8.9,19.170833333333334,7.541666666666667,,,722.0500000000001,,85.54166666666667,1.8086956521739126,0.042833333333333334,7.059166666666666,6.095833333333334,70.08333333333333
2015-01-14,2.1445833333333333,9.887499999999998,7.475000000000001,17.3625,6.086956521739131,,,720.2374999999998,,85.33333333333333,1.776470588235294,0.043666666666666666,5.9558333333333335,4.5125,59.875
2015-01-15,2.1566666666666667,10.0375,8.279166666666667,18.316666666666666,9.35,28.333333333333332,,722.0583333333333,,70.125,2.005882352941176,0.15,8.971250000000001,3.8458333333333345,120.83333333333333
2015-01-16,2.974166666666667,37.19583333333333,17.858333333333334,55.05416666666667,17.625,98.08333333333333,,721.7125,,61.375,2.304545454545455,0.25333333333333335,12.22166666666667,3.525,166.16666666666666
2015-01-17,3.18625,34.19166666666666,27.59166666666667,61.78333333333331,18.166666666666668,178.91666666666666,,717.9833333333335,,58.791666666666664,3.1624999999999996,0.272,16.689583333333335,3.7416666666666667,182.29166666666666
2015-01-18,2.3875,6.6499999999999995,14.404166666666667,21.05416666666667,25.791666666666668,61.916666666666664,,721.9083333333333,,40.958333333333336,3.5749999999999997,0.1769166666666667,17.007500000000004,3.804166666666666,171.41666666666666
2015-01-19,3.207916666666667,25.549999999999997,23.854166666666668,49.404166666666676,22.61111111111111,133.45833333333334,,716.5666666666667,,48.791666666666664,3.5875,0.24916666666666665,18.48625,4.208333333333333,182.625
2015-01-20,3.134166666666666,25.02916666666667,21.379166666666666,46.40833333333333,20.125,119.5,,713.6458333333334,,47.416666666666664,3.5541666666666667,0.31483333333333335,22.032916666666665,4.866666666666666,163.33333333333334
2015-01-21,2.4045833333333326,7.166666666666665,13.029166666666667,20.19583333333333,23.863636363636363,69.58333333333333,,712.9833333333335,,64.66666666666667,5.070833333333334,0.23875,19.01125,5.6499999999999995,180.91666666666666
2015-01-22,2.2345833333333336,4.916666666666666,8.6375,13.554166666666665,13.833333333333334,36.25,,714.6291666666666,,80.79166666666667,1.8434782608695657,0.04416666666666667,13.52208333333334,5.766666666666667,110.375
2015-01-23,2.1804166666666673,5.091666666666667,7.820833333333333,12.912500000000001,21.476190476190474,22.375,,720.1375000000002,,62.666666666666664,1.7705882352941176,0.21,9.737083333333333,7.325,176.41666666666666
2015-01-24,2.785,16.3,18.958333333333332,35.25833333333333,12.181818181818182,78.70833333333333,,720.7958333333332,,59.291666666666664,2.458333333333334,0.17308333333333328,10.423333333333332,3.2083333333333326,194.20833333333334
2015-01-25,2.686666666666667,12.054166666666667,15.316666666666672,27.370833333333337,16.083333333333332,81.58333333333333,,718.2791666666666,,44.125,2.3791666666666664,0.20341666666666666,15.073749999999999,4.891666666666667,217.29166666666666
2015-01-26,2.6070833333333336,11.716666666666667,14.7875,26.504166666666663,23.916666666666668,66.29166666666667,,720.85,,33.25,4.125,0.23041666666666671,17.46208333333333,4.783333333333334,164.20833333333334
2015-01-27,2.9629166666666666,17.604166666666664,18.916666666666664,36.520833333333336,25.333333333333332,107.66666666666667,,719.3958333333335,,36.625,4.613043478260869,0.3254166666666667,19.800833333333333,4.7333333333333325,177.91666666666666
2015-01-28,2.9304166666666673,10.4875,15.56666666666667,26.054166666666664,30.333333333333332,93.625,,717.6583333333334,,41.458333333333336,6.6875,0.27525000000000005,19.839166666666667,5.2875000000000005,196.70833333333334
2015-01-29,2.6658333333333335,10.416666666666666,14.0375,24.454166666666666,23.291666666666668,90.04166666666667,,718.2499999999999,,53.458333333333336,4.304166666666668,0.3315,19.27625,6.508333333333332,166.70833333333334
2015-01-30,2.4633333333333334,5.516666666666667,8.891666666666667,14.408333333333331,16.833333333333332,42.458333333333336,,719.8708333333335,,80.91666666666667,2.5916666666666663,0.03753846153846154,16.626666666666665,10.383333333333333,98.91666666666667
2015-01-31,2.7841666666666662,11.191666666666668,9.429166666666667,20.620833333333334,13.25,34.916666666666664,,714.5291666666667,,83.95833333333333,1.8999999999999995,0.054,15.729999999999999,6.704166666666666,123.45833333333333
2015-02-01,2.7625000000000006,8.458333333333332,9.370833333333334,17.829166666666666,13.125,46.75,,713.6083333333331,,71.16666666666667,2.0449999999999995,0.13633333333333333,18.16958333333334,6.1916666666666655,212.65217391304347
2015-02-02,2.456521739130435,3.299999999999999,6.558333333333334,9.858333333333333,22.041666666666668,9.619047619047619,,721.0541666666667,,72.41666666666667,1.688888888888889,0.04474999999999999,9.185833333333333,6.854166666666667,131.125
2015-02-03,2.745416666666667,8.591666666666667,9.983333333333336,18.575,12.125,20.625,,719.1916666666666,,84.08333333333333,2.173684210526316,0.04566666666666667,7.184583333333332,4.516666666666667,112.58333333333333
2015-02-04,3.176666666666667,15.49166666666666,14.049999999999999,29.54166666666666,14.125,76.41666666666667,,716.3625000000001,,69.04166666666667,2.5,0.3663333333333334,15.280833333333332,4.7541666666666655,159.20833333333334
