,NORESTE,NORESTE,NORESTE,NORESTE,NORESTE,NORESTE,NORESTE,NORESTE,NORESTE,NORESTE,NORESTE,NORESTE,NORESTE,NORESTE,NORESTE
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2015-04-12,2.1591304347826084,9.073913043478257,18.0,27.073913043478267,19.782608695652176,52.04545454545455,22.9375,716.5739130434781,0.07250000000000001,88.3913043478261,2.18421052631579,0.22864285714285712,21.51869565217391,5.778260869565218,136.6086956521739
2015-04-13,2.1395833333333334,9.733333333333333,19.441666666666666,29.175,22.25,81.29166666666667,33.75,718.0,0.01,81.29166666666667,2.3173913043478267,0.24415789473684213,22.747083333333332,6.158333333333332,109.91666666666667
2015-04-14,2.035833333333333,6.633333333333333,16.5625,23.195833333333336,19.125,63.0,21.789473684210527,720.2083333333336,0.11,82.91666666666667,2.9,0.1451111111111111,20.45833333333334,7.2,110.04166666666667
2015-04-15,2.1162500000000004,8.733333333333336,17.9625,26.69583333333333,20.25,81.91666666666667,29.0,718.7416666666668,,85.875,3.841666666666667,0.20319999999999994,20.04791666666667,7.158333333333334,94.5
2015-04-16,2.2291666666666665,11.733333333333334,18.54583333333333,30.279166666666665,22.083333333333332,78.54166666666667,31.142857142857142,716.3874999999999,0.11,80.75,2.79,0.21377272727272734,22.80333333333333,4.991666666666667,149.0
2015-04-17,2.5075000000000003,22.270833333333332,25.649999999999995,47.92083333333334,22.208333333333332,124.125,38.75,715.8875000000002,,80.83333333333333,2.2833333333333337,0.2566875,24.637916666666666,5.141666666666667,143.41666666666666
2015-04-18,2.18125,7.541666666666668,14.174999999999999,21.71666666666667,25.833333333333332,107.58333333333333,41.31818181818182,715.1416666666669,,73.41666666666667,2.634782608695652,0.29094117647058826,25.382500000000004,9.091666666666665,119.41666666666667
2015-04-19,2.2095833333333332,7.0125,15.9125,22.925,20.625,64.58333333333333,27.41176470588235,715.1833333333334,0.355,79.04166666666667,2.2636363636363637,0.030100000000000005,23.703333333333333,6.166666666666665,180.29166666666666
2015-04-20,2.2483333333333326,10.508333333333333,22.087500000000002,32.59583333333333,17.458333333333332,56.625,18.333333333333332,717.8958333333334,0.05000000000000001,85.75,2.504166666666666,0.04982352941176471,19.075,5.270833333333333,175.25
2015-04-21,2.2033333333333336,6.929166666666668,18.59583333333333,25.525000000000002,27.083333333333332,81.79166666666667,37.63157894736842,717.7833333333334,,89.0,2.883333333333333,0.12715384615384615,18.782500000000002,5.8083333333333345,87.125
2015-04-22,2.388333333333333,11.791666666666666,19.691666666666666,31.48333333333333,24.25,75.33333333333333,35.095238095238095,715.9958333333334,0.0275,86.375,2.1714285714285717,0.27269230769230773,23.210833333333337,4.483333333333333,122.41666666666667
