,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2,NOROESTE2
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2018-07-13,0.8739130393318508,,,,,84.91304347826087,,701.7826113493546,0.0,,,0.2560416649406155,,13.226086865300717,60.04347826086956
2018-07-14,0.929166667163372,,,,,64.75,,701.4708379109701,0.0,,,0.2641666672813396,,11.600000083446503,70.08333333333333
2018-07-15,0.9366666649778684,,,,,94.0,,700.5249989827474,0.0,,,0.267249998364908,,10.662500033775965,61.75
2018-07-16,0.9491666679581007,,,,,142.04166666666666,,700.841667175293,0.0,,,0.24004166431647414,,10.383333325386047,75.54166666666667
2018-07-17,0.9362499937415123,,,,,107.75,,701.5958404541016,0.0,,,0.27791666821576655,,12.087499991059303,117.25
2018-07-18,0.964166671037674,,,,,95.95833333333333,,700.591667175293,0.0,,,0.27400000222648185,,9.612500011920929,104.20833333333333
2018-07-19,0.9766666715343794,,,,,90.33333333333333,,699.1666692097982,0.0,,,0.27245833189226687,,10.466666668653488,95.20833333333333
2018-07-20,0.944583331545194,,,,,102.375,,699.3250045776367,0.0,,,0.2674166675036152,,12.445833365122477,64.875
2018-07-21,0.9258333320418993,,,,,80.41666666666667,,700.154167175293,0.0,,,0.2718333317122112,,13.133333345254263,64.125
2018-07-22,0.9574999983112017,,,,,98.29166666666667,,699.9708379109701,0.0,,,0.2722916690011819,,10.854166636864344,81.45833333333333
2018-07-23,0.974166659017404,,,,,91.70833333333333,,698.9791742960612,0.0,,,0.28412499666834873,,10.333333363135656,113.08333333333333
2018-07-24,0.9883333295583725,,,,,112.25,,700.0833333333334,0.0,,,0.25725000017943483,,9.754166662693024,121.41666666666667
2018-07-25,1.0066666652758915,,,,,147.625,,701.470832824707,0.0,,,0.20595833290523538,,9.795833379030228,106.33333333333333
2018-07-26,0.9291666696468989,,,,,94.25,,700.8666661580404,0.0,,,0.26616666675545275,,12.087500075499216,73.54166666666667
2018-07-27,0.9433333228031794,,,,,104.70833333333333,,700.8333384195963,0.0,,,0.23204167082440108,,13.8250000278155,60.541666666666664
2018-07-28,0.9820833305517832,,,,,110.20833333333333,,701.0625025431315,0.0,,,0.2514583322432979,,11.78333338101705,66.25
2018-07-29,0.9905882407637203,,,,,81.17647058823529,,700.0000035903033,0.0,,,0.25762499845586717,,13.694117742426256,52.23529411764706
2018-07-30,0.9591666609048843,,,,,86.45833333333333,,699.7249984741211,0.0,,,0.26762499842637527,,12.270833224058151,70.08333333333333
2018-07-31,0.9158333341280619,,,,,67.82608695652173,,700.8500061035156,0.0,,,0.23995833498581,,11.141666690508524,100.91666666666667
2018-08-01,1.0195652142814968,,,,,74.0,,701.252173382303,0.0,,,0.2888695628017835,,9.713043544603432,118.1304347826087
2018-08-02,1.0374999965230625,,,,,76.04166666666667,,700.9541651407877,0.0,,,0.2747083309028919,,10.220833251873652,112.0
2018-08-03,1.0216666584213574,,,,,78.5,,700.7958348592123,0.0,,,0.27320833314054954,,11.19166667262713,73.33333333333333
2018-08-04,1.0345833227038383,,,,,111.1304347826087,,700.1125030517578,0.0,,,0.26695833624883863,,12.14166663090388,107.125
2018-08-05,0.9570833270748457,,,,,37.75,,701.8916651407877,0.0,,,0.08779166596165548,,13.370833357175192,61.541666666666664
2018-08-06,0.9491666679581007,,,,,51.541666666666664,,701.9124959309896,0.0,,,0.1566666680155322,,12.995833337306976,63.708333333333336
2018-08-07,0.9550000056624413,,,,,62.083333333333336,10.431111282772488,700.8250020345052,0.0,,,0.22962499625282362,,12.858333349227905,66.83333333333333
2018-08-08,0.93166666974624,,,,,72.875,11.457083384195963,700.2374979654948,0.0,,,0.2652916666508342,,13.42083340883255,57.5
2018-08-09,0.9129999935626983,,,,,37.0,13.371111075083414,700.7700073242188,0.0,,,0.05789999924600124,,9.110000038146973,127.2
2018-08-10,0.8318181742321361,,,,47.55555555555556,228.11111111111111,,699.5909035422585,0.0,,,0.000272727275097912,32.177999877929686,16.35454552823847,125.18181818181819
2018-08-11,0.7270833353201548,,,,33.208333333333336,65.375,,700.4791717529297,0.0,,,0.004083333459372322,27.582083225250244,12.125000089406967,89.58333333333333
2018-08-12,0.7558333377043406,,,,36.791666666666664,57.333333333333336,,700.8833363850912,0.0,62.791666666666664,,0.02279166663356591,26.47166681289673,9.391666660706202,108.41666666666667
2018-08-13,0.755000002682209,,,,39.583333333333336,67.43478260869566,23.65500005086263,700.4750035603842,0.0,58.208333333333336,,0.06879166603903286,27.164999961853027,11.195833285649618,102.5
2018-08-14,0.7212499976158142,,,,35.416666666666664,66.91666666666667,20.46958343187968,699.7291692097982,0.0,53.208333333333336,,0.270208328399652,28.25250005722046,12.979166626930237,92.83333333333333
2018-08-15,0.7383333345254263,,,,37.208333333333336,64.875,16.3774999777476,699.9625040690104,0.0,52.208333333333336,,0.26791666517480434,28.694999933242798,12.50000003973643,88.91666666666667
