,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE,NOROESTE
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2015-12-13,0.8376190421127138,4.8238095215388705,6.542857147398449,11.209523927597772,21.789473684210527,131.04761904761904,41.42857142857143,707.1428513299851,,38.38095238095238,4.559999990463257,0.33620000248774884,21.256190209161666,14.428571428571429,280.8095238095238
2015-12-14,1.1574999938408534,11.15416673074166,9.245833367109299,20.270833392937977,19.52173913043478,63.75,25.0,708.7000020345052,,37.125,6.104166686534882,0.32263635962524195,19.707500100135803,7.445833350221316,226.41666666666666
2015-12-15,1.473809540271759,14.580952530815487,11.54761893408639,25.99047610873268,20.31578947368421,75.38095238095238,26.285714285714285,705.4857119605655,,43.142857142857146,6.180952390034993,0.32829999793320896,22.17380973270961,6.328571404729571,222.95238095238096
2015-12-16,0.5908333323895931,4.6526315839667065,4.273684219310158,8.784210380754972,28.208333333333332,55.916666666666664,13.5,709.9916687011719,,36.083333333333336,5.6291667222976685,0.29145454175092955,17.924583156903584,8.250000019868216,126.04166666666667
2015-12-17,1.0620833318680525,18.19999997866781,7.426315809551038,25.473684210526315,22.958333333333332,68.0,30.842105263157894,714.3041712443033,,28.333333333333332,5.545833329359691,0.23736363801766525,15.828333377838135,4.533333371082942,169.0
2015-12-18,0.9237499870359898,13.69166657825311,5.195833350221316,18.75416664282481,23.782608695652176,67.66666666666667,24.304347826086957,719.9250081380209,,39.0,6.539130438929019,0.2791818172078241,13.676666657129923,8.566666677594185,172.20833333333334
2015-12-19,0.8125000024835268,5.1208333149552345,2.9791666542490325,7.941666652758916,21.916666666666668,60.541666666666664,19.47826086956522,719.8500010172526,,57.25,5.804166674613953,0.2884545420211824,14.204583287239075,9.008333211143812,175.95833333333334
2015-12-20,1.21875,8.206250067800283,5.950000010430813,14.024999901652336,6.4,67.85714285714286,36.875,716.3062477111816,,74.5625,5.193333371480306,0.08200000179931521,14.366249978542328,4.056250020861626,301.375
2015-12-21,1.9620833148558934,21.487500101327896,8.79583332935969,30.129166901111603,9.0625,147.75,51.57142857142857,712.4875005086263,,57.541666666666664,6.100000063578288,0.10472727261102674,20.636249860127766,6.987500041723251,248.125
2015-12-22,2.264583334326744,22.25833336512248,14.395833432674408,36.49166683355967,18.2,156.875,56.666666666666664,707.3416620890299,,62.833333333333336,8.21666669845581,0.18599999764895378,20.200416485468548,5.283333361148834,250.33333333333334
2015-12-23,2.093333308895429,21.04583311577638,11.637500087420145,32.53333350022634,22.238095238095237,124.66666666666667,37.5,704.2833353678385,,36.708333333333336,5.854166686534882,0.2628333327108218,23.981666604677837,6.750000029802322,141.5
2015-12-24,1.436249998708566,10.81666675209999,5.779166668653488,16.462499896685284,23.08695652173913,102.04166666666667,33.78260869565217,708.0125020345052,,30.75,7.291666626930237,0.278749999658127,24.957916498184204,8.54583336909612,214.5
2015-12-25,1.8829166740179062,14.64999988178412,6.529166638851166,21.037499984105427,23.043478260869566,149.33333333333334,68.83333333333333,710.4541702270508,,51.958333333333336,9.42083340883255,0.27049999675364234,22.393333276112873,5.729166676600774,190.25
2015-12-26,1.4120833203196526,5.570833295583725,7.429166674613953,12.866666754086813,15.416666666666666,94.625,50.75,705.6000010172526,,73.70833333333333,6.070833345254262,0.17808333092640774,21.84833327929179,5.670833374063174,241.33333333333334
2015-12-27,0.6366666679581007,3.0347826195799787,3.5086956412895867,6.369565207025279,22.238095238095237,142.71428571428572,23.0,704.9291661580404,0.009999999776482582,56.5,4.1000000068119595,0.24825000164370672,16.440416773160297,18.016666769981384,285.8333333333333
2015-12-28,0.5775000024586916,1.3888888723320432,2.6105263170443083,3.83684209773415,31.75,67.5,12.176470588235293,711.5499979654948,,28.333333333333332,4.731818188320506,0.29258333882899024,13.03125003973643,17.883333285649616,200.58333333333334
2015-12-29,1.1179166734218597,7.89999995345161,6.949999998013179,13.754166622956594,17.125,57.625,27.043478260869566,711.216667175293,,50.041666666666664,7.566666702429454,0.21600000353646465,12.403333266576132,5.945833360155423,203.33333333333334
2015-12-30,0.934999999900659,2.7000000088111213,5.520833298563957,7.979166736205419,15.041666666666666,52.65217391304348,20.625,716.1458307902018,,60.666666666666664,6.916666726271312,0.15175000063997382,14.845833420753479,6.2166666984558105,203.08333333333334
2015-12-31,0.9199999993046125,3.456521741721941,3.5874999885757766,6.779166718324025,10.869565217391305,49.0,27.541666666666668,717.4833323160807,,86.54166666666667,4.6458333532015486,0.047909091459587216,12.288750012715658,5.7125000059604645,177.0
2016-01-01,0.6325000002980232,1.9173912898353909,2.2521739168011625,4.039130423379981,12.208333333333334,51.208333333333336,33.23076923076923,721.3625030517578,0.0,87.25,3.963636376641013,0.01366666674342317,8.279166718324026,6.704166620969772,156.375
2016-01-02,0.6445833382507166,1.8916666607062023,4.058333319922288,5.816666702429454,12.5,21.041666666666668,10.857142857142858,721.0291697184244,0.0,88.82608695652173,3.8111111190583973,0.019208333319208275,5.868749996026357,4.5875000059604645,212.33333333333334
2016-01-03,0.7574999953309695,2.2583333303531012,4.566666662693024,6.700000027815501,13.25,31.5,13.636363636363637,719.7291641235352,0.0,76.04166666666667,4.136363679712469,0.09458333112221833,10.126250048478445,4.182608775470568,182.20833333333334
2016-01-04,0.7075000032782555,2.6916666651765504,5.91666667163372,8.462499996026358,9.041666666666666,53.083333333333336,13.380952380952381,719.0583241780599,0.0,76.625,4.854166666666667,0.02329166667186655,10.386250019073486,4.724999974171321,195.25
2016-01-05,0.8291666631897291,1.987499992052714,4.8916666607062025,6.762500017881393,15.916666666666666,41.708333333333336,14.772727272727273,716.6583353678385,0.0,75.25,5.779166678587596,0.030791666625494447,11.090000033378601,6.237499967217445,133.83333333333334
2016-01-06,1.44749998797973,8.672222246726355,8.166666613684761,15.172222110960218,18.875,95.16666666666667,43.833333333333336,712.9875030517578,0.0,72.08333333333333,10.295833428700766,0.1335833324410487,15.003750006357828,4.719047597476414,213.25
2016-01-07,1.2120833372076352,13.625000044703484,7.993749976158142,18.456249952316284,15.090909090909092,98.04545454545455,45.6,710.6083348592123,0.0,51.958333333333336,5.662499984105428,0.1537916650462042,18.78583335876465,9.858333230018616,284.8333333333333
2016-01-08,1.366666664679845,16.772222254011368,10.022222227520412,23.638888623979355,12.608695652173912,83.04166666666667,26.125,707.7291564941406,0.0,53.791666666666664,5.741666694482167,0.1144583345206532,18.27874982357025,5.949999988079071,238.45833333333334
2016-01-09,0.49249999846021336,4.233333349227905,8.899999936421713,10.0,30.958333333333332,48.708333333333336,7.75,712.8291676839193,0.0,25.583333333333332,4.194999969005584,0.14504166486343215,16.860000014305115,13.300000131130219,216.375
2016-01-10,0.5966666676104069,3.850000023841858,5.049999952316284,5.799999952316284,27.666666666666668,46.375,8.9375,717.6374944051107,0.0,47.416666666666664,5.290909138592807,0.15116666642522128,10.46458343664805,12.004166613022486,116.95833333333333
2016-01-11,0.8545833354194959,7.8777777089012995,10.88888888888889,15.622222158643934,20.208333333333332,55.666666666666664,18.708333333333332,716.1708348592123,0.0,64.33333333333333,5.870833357175191,0.14495833407272585,9.613750120004019,6.8833334147930145,184.75
2016-01-12,0.747499997417132,4.499999940395355,8.900000035762787,10.262499988079071,21.458333333333332,48.958333333333336,16.09090909090909,718.9000091552734,0.0,62.416666666666664,5.079166670640309,0.13533333412002926,12.403333306312561,8.48333332935969,208.20833333333334
2016-01-13,1.020416667064031,7.362499997019768,7.456249952316284,11.71249994635582,9.26086956521739,60.958333333333336,26.416666666666668,716.2291768391927,0.0,78.45833333333333,6.260869606681492,0.06637500022770837,11.68624997138977,4.78749995927016,194.0
2016-01-14,1.2262500002980232,10.411111089918348,9.388888756434122,16.650000042385525,27.6875,97.20833333333333,35.416666666666664,710.7958348592123,0.0,63.375,6.670833329359691,0.13837500089236224,16.818749944369,6.508333325386047,234.20833333333334
2016-01-15,1.3195833191275597,17.317646685768576,13.852941036224365,28.005882319282083,19.90909090909091,79.16666666666667,24.047619047619047,709.1875,0.0,29.333333333333332,5.416666666666667,0.15420833255241936,20.208333333333332,6.9958333522081375,240.5
2016-01-16,0.7691666620473067,11.600000037087334,13.155555619133843,21.622222052680122,27.0,154.41666666666666,18.61904761904762,710.0541687011719,0.0,19.25,4.719047625859578,0.15820833539570836,19.635000069936115,18.14583333830039,274.5833333333333
2016-01-17,0.7562499977648258,5.733333349227905,8.53333330154419,11.15000025431315,28.916666666666668,43.875,12.894736842105264,715.8083343505859,0.0,41.083333333333336,5.521739130434782,0.15495833283057436,12.990833361943563,9.516666596134504,130.41666666666666
2016-01-18,0.8013043403625488,6.287499964237213,7.612499892711639,10.762500047683716,26.434782608695652,56.391304347826086,16.391304347826086,718.2695657481318,0.0,46.30434782608695,6.808695710223654,0.14878260913183508,14.542608737945557,11.12173919574074,199.30434782608697
2016-01-19,1.385000002880891,14.306249991059303,7.956250011920929,19.124999940395355,24.863636363636363,86.91666666666667,32.875,716.5583292643229,0.0,61.5,5.739130393318508,0.1504583324228103,15.960833311080933,6.591666618982951,241.25
2016-01-20,1.3291666706403096,13.83333330154419,10.066666730244954,20.72000001271566,23.875,90.95833333333333,32.333333333333336,713.8666661580404,0.0,52.958333333333336,7.57916663090388,0.14883333595935255,18.549166679382324,7.000000009934108,240.5
2016-01-21,0.7912499979138374,8.014285700661796,7.685714244842529,12.571428639548165,25.26086956521739,103.75,24.105263157894736,713.5583292643229,0.0,36.833333333333336,5.179166615009308,0.15508333477191627,19.026666561762493,13.508333394924799,221.375
2016-01-22,0.9020833348234495,12.599999938692365,7.450000047683716,16.878571237836564,21.583333333333332,59.416666666666664,14.25,719.8791681925455,0.0,30.125,5.683333337306976,0.15708333395499116,15.257916768391928,6.004166662693024,201.375
2016-01-23,1.0670833239952724,12.493749916553497,8.106250017881393,17.45625013113022,21.47826086956522,57.333333333333336,18.583333333333332,717.9791692097982,0.0,37.25,6.2130434616752295,0.1574583337836278,13.444166680177053,7.174999972184499,201.25
2016-01-24,1.4741666664679844,13.635000002384185,10.615000009536743,21.08999991416931,22.458333333333332,78.0,34.541666666666664,712.1249974568685,0.0,46.0,6.625000019868215,0.1537916670398166,15.364166557788849,5.812499940395355,241.25
2016-01-25,1.0099999954303105,14.315384644728441,8.461538351499117,19.623076879061184,30.352941176470587,77.66666666666667,23.7,710.3708267211914,0.0,34.916666666666664,5.212499976158142,0.11954166592719655,20.115833441416424,10.791304370631343,213.83333333333334
2016-01-26,0.9595833172400793,21.819999599456786,9.859999895095825,31.222222010294598,22.333333333333332,93.20833333333333,19.736842105263158,713.625,0.0,53.666666666666664,5.521739151166833,0.1437499967093269,15.390416701634726,14.141666586200396,155.66666666666666
2016-01-27,0.488749993344148,2.5,4.599999904632568,4.599999904632568,26.166666666666668,27.083333333333332,7.0,720.0833333333334,0.0,74.0,4.079999923706055,0.03525000035976215,7.162916660308838,8.591666678587595,233.20833333333334
2016-01-28,0.8958333345750967,22.05714280264718,7.128571305956159,26.042856557028635,21.791666666666668,52.666666666666664,15.4,718.3083419799805,0.0,47.708333333333336,4.5150000095367435,0.17595833415786424,13.455416639645895,11.108333269755045,284.9166666666667
2016-01-29,1.2404166609048843,12.65294105866376,11.688235310947194,21.200000089757584,19.708333333333332,86.25,24.708333333333332,714.8500086466471,0.0,40.541666666666664,7.124999980131785,0.16924999937570342,16.417499979337055,7.929166793823242,247.54166666666666
2016-01-30,1.678749995927016,14.171428646360125,10.761904852730888,21.795238108862016,20.47826086956522,109.875,36.5,710.6791687011719,0.0,33.958333333333336,5.924999992052714,0.14912499859929085,20.13333336512248,7.595833440621694,247.0
2016-01-31,1.6891666700442631,21.288235425949097,9.117647142971263,27.25882338075077,19.708333333333332,112.5,55.07692307692308,709.5749969482422,0.0,18.25,5.74500002861023,0.18304166632393995,24.478333314259846,13.341666743159294,279.5
2016-02-01,1.8508333216110866,15.999999901827644,12.623529322007123,25.476470722871667,31.956521739130434,105.625,36.458333333333336,706.4250030517578,0.0,27.166666666666668,8.995833257834116,0.18158333422616124,23.369166533152264,6.525000035762787,262.4166666666667
2016-02-02,0.9124999990065893,4.557142836706979,11.428571496691022,12.799999986376081,31.416666666666668,73.25,17.944444444444443,707.2708307902018,0.0,29.125,6.291666666666667,0.17841666676880172,19.926666617393494,9.158333321412405,185.29166666666666
2016-02-03,0.680416668454806,10.599999904632568,10.5,16.90000057220459,33.0,56.458333333333336,11.5,715.3541717529297,0.0,25.041666666666668,5.754166682561238,0.18441666348371655,15.808750112851461,9.604166691501936,120.5
2016-02-04,0.6937500052154064,6.024999976158142,7.025000095367432,8.875000238418579,35.291666666666664,43.458333333333336,9.055555555555555,721.6749979654948,0.0,33.333333333333336,6.2749999562899275,0.1874166685496069,11.825833280881247,13.179166694482168,126.375
2016-02-05,0.9824999943375587,9.416666746139526,7.833333253860474,13.099999825159708,27.75,54.458333333333336,12.652173913043478,719.6916631062826,0.0,53.125,4.870833317438762,0.13204166477468485,10.73458327849706,9.354166691501936,151.0
2016-02-06,0.90625,8.074999928474426,8.87499988079071,12.800000190734863,33.04761904761905,51.083333333333336,15.0,721.7708384195963,0.0,37.333333333333336,5.442857129233224,0.19487499872532985,14.926249901453653,8.233333279689154,221.41666666666666
2016-02-07,1.5466666618982952,10.886666615804037,8.266666666666667,14.993333435058593,22.954545454545453,95.16666666666667,31.208333333333332,718.091667175293,0.0,27.5,7.2874999443689985,0.1716666677966714,15.160833438237509,4.816666672627131,233.625
2016-02-08,1.042916662991047,11.737500071525574,10.474999964237213,18.075000047683716,26.17391304347826,75.625,20.19047619047619,719.9291737874349,0.0,30.708333333333332,5.252173921336299,0.13170833354039738,15.417500098546347,9.658333395918211,169.125
2016-02-09,1.0162499994039536,12.233333269755045,8.883333365122477,16.96666685740153,29.083333333333332,56.125,12.409090909090908,721.0541687011719,0.0,27.708333333333332,5.854166746139526,0.20220833512333533,15.712500055631002,9.570833365122477,191.04166666666666
2016-02-10,1.0166666731238365,8.771428550992693,6.814285721097674,11.450000047683716,22.041666666666668,65.75,17.291666666666668,720.0083312988281,0.0,27.166666666666668,6.762500027815501,0.20662500080652535,17.335833311080933,7.412499999006589,227.54166666666666
2016-02-11,1.087499996026357,7.721428564616612,9.057143007005964,12.628571408135551,28.291666666666668,79.5909090909091,21.625,716.4375050862631,0.0,27.416666666666668,6.695833285649617,0.204083334877699,19.924166599909466,8.387499958276749,239.83333333333334
2016-02-12,0.9129166603088379,7.130000066757202,11.610000038146973,14.579999828338623,26.333333333333332,79.45833333333333,19.458333333333332,717.0916620890299,0.0,23.916666666666668,6.417391341665517,0.20370833242001632,22.231250047683716,10.012500017881393,207.45833333333334
2016-02-13,0.9837499956289927,8.162500083446503,7.550000011920929,11.600000023841858,26.095238095238095,80.375,20.608695652173914,717.5708389282227,0.0,55.541666666666664,6.841666738192241,0.20083333489795527,19.612916549046833,11.345833395918211,187.41666666666666
2016-02-14,1.2254166677594185,10.95714282989502,9.828571387699672,16.614285741533553,27.083333333333332,63.666666666666664,20.875,711.1583353678385,0.0,56.208333333333336,5.420833349227905,0.20525000197812915,19.732500116030376,7.900000002073205,229.29166666666666
2016-02-15,0.9533333331346512,12.499999931880406,10.928571428571429,19.299999918256486,30.708333333333332,84.66666666666667,21.727272727272727,709.8833312988281,0.0,29.625,5.43750003973643,0.21266666799783707,23.61791690190633,12.67916664481163,217.41666666666666
2016-02-16,0.9429166627426943,11.825000047683716,11.324999809265137,19.000000476837158,43.25,77.70833333333333,22.0,712.3541641235352,0.0,36.416666666666664,8.166666646798452,0.20487500090772906,23.330833276112873,8.854166626930237,186.75
2016-02-17,0.9874999945362409,11.75714295251029,7.5428571701049805,15.157142843518939,22.958333333333332,92.79166666666667,27.416666666666668,715.9791615804037,0.0,62.125,6.441666662693024,0.19329166769360503,21.208333492279053,12.433333352208138,184.16666666666666
2016-02-18,0.777083324889342,5.075000047683716,7.024999976158142,7.9999998807907104,25.75,66.0,22.416666666666668,715.6791661580404,0.0,62.791666666666664,5.124999920527141,0.1972499986489614,21.287083387374878,11.045833359162012,122.5
2016-02-19,0.9495833292603493,6.016666650772095,8.81666668256124,10.700000127156576,27.041666666666668,93.125,32.791666666666664,714.595832824707,0.0,62.833333333333336,5.8478260869565215,0.19754166536343595,22.019583463668823,7.470833251873652,204.125
2016-02-20,1.0204166596134503,4.724999904632568,6.700000047683716,7.299999952316284,23.666666666666668,111.95833333333333,33.333333333333336,713.2958297729492,0.0,69.875,5.043478260869565,0.15741666567434245,22.255000114440918,7.095833400885264,193.29166666666666
2016-02-21,0.7950000017881393,4.400000095367432,8.049999713897705,8.300000190734863,20.666666666666668,90.08333333333333,23.833333333333332,711.783332824707,0.0,76.41666666666667,5.412499984105428,0.13570833421545103,21.59583330154419,9.570833404858908,206.20833333333334
2016-02-22,0.8613043479297472,7.699999809265137,6.9666666984558105,10.533333460489908,26.782608695652176,79.8695652173913,22.08695652173913,708.8608690344769,0.0,65.69565217391305,5.130434865536897,0.14965217718449625,22.742173982703168,9.895652128302533,141.65217391304347
2016-02-23,0.6329166690508524,4.599999904632568,8.399999618530273,8.800000190734863,32.25,163.41666666666666,14.947368421052632,706.2041676839193,0.0,34.208333333333336,4.447826095249342,0.22499999691111347,24.518750111262005,21.029166678587597,226.125
2016-02-24,0.5962500013411045,,,,38.869565217391305,40.541666666666664,7.928571428571429,718.6500040690104,0.0,30.583333333333332,4.281818140636791,0.21704166906420141,15.881250143051147,12.616666714350382,114.58333333333333
2016-02-25,0.9262500032782555,14.228571551186699,7.214285782405308,17.342857224600657,33.75,57.708333333333336,16.636363636363637,718.1541646321615,0.0,29.416666666666668,6.0833333532015486,0.22266666451469064,17.262083450953167,10.13750005265077,152.54166666666666
2016-02-26,0.8033333395918211,5.900000095367432,10.650000095367432,12.400000095367432,31.958333333333332,45.458333333333336,12.478260869565217,719.9125061035156,0.0,60.875,5.70416663090388,0.1221250011973704,16.18041678269704,11.816666652758917,123.41666666666667
2016-02-27,0.9566666682561239,4.633333285649617,7.833333412806193,8.333333412806192,26.666666666666668,42.958333333333336,16.208333333333332,717.4208297729492,0.0,76.08333333333333,5.087500015894572,0.050124999814822026,15.694166541099548,11.25000007947286,105.16666666666667
2016-02-28,1.0233333259820938,6.616666793823242,8.71666685740153,11.199999968210856,28.291666666666668,52.583333333333336,22.916666666666668,713.2791748046875,0.0,70.625,4.662500003973643,0.1879166664245228,19.96791668732961,8.362499952316284,139.5
2016-02-29,1.0287499949336052,9.027272787961094,11.954545411196621,16.845454606142912,26.681818181818183,75.83333333333333,19.875,712.7333374023438,0.0,61.25,5.8478260869565215,0.1945217400789261,21.94956518256146,9.52083340783914,204.79166666666666
2016-03-01,0.9283333346247673,15.200000206629435,12.566666762034098,23.60000006357829,32.5,66.54545454545455,18.61904761904762,713.0458297729492,0.004166666806365053,51.291666666666664,5.217391325079876,0.20204166804129878,25.27416666348775,8.8875000278155,191.91666666666666
2016-03-02,0.8845833316445351,7.566666603088379,15.700000445048014,19.099999745686848,32.708333333333336,69.08333333333333,21.695652173913043,714.6041692097982,0.0,60.583333333333336,4.55238101595924,0.21025000466033816,23.78416641553243,9.000000029802322,151.41666666666666
2016-03-03,0.7049999982118607,,,,33.291666666666664,69.45833333333333,17.476190476190474,712.2458368937174,0.0,41.041666666666664,4.690909082239324,0.2363333331886679,26.834583441416424,12.358333309491476,174.33333333333334
2016-03-04,0.7833333363135656,,,,37.125,58.5,23.541666666666668,715.2208302815756,0.0,62.375,5.549999952316284,0.20137500079969564,23.292499939600628,15.075000007947287,110.45833333333333
2016-03-05,0.9099999964237213,,,,20.75,82.625,33.25,714.345827738444,0.0,76.20833333333333,5.104545463215221,0.10079166700597852,20.551666498184204,9.654166787862778,156.33333333333334
2016-03-06,0.8374999985098839,,,,17.636363636363637,56.5,26.708333333333332,712.8625055948893,0.0,75.33333333333333,4.678260844686757,0.12275000071773927,21.408750136693318,9.870833277702332,119.54166666666667
2016-03-07,0.9700000052866729,5.0,7.900000095367432,8.699999809265137,23.391304347826086,67.8695652173913,25.956521739130434,706.8173907736074,0.0,65.26086956521739,6.026086931643278,0.15508333345254263,23.97826103542162,8.595652165620223,153.29166666666666
2016-03-08,0.9062499987582365,20.62499988079071,12.124999761581421,28.62499976158142,29.625,91.33333333333333,24.75,704.2124989827474,0.0,41.75,7.249999980131785,0.18462499741387242,25.487083435058594,11.908333291610083,176.41666666666666
2016-03-09,0.6658333291610082,,,,29.333333333333332,47.208333333333336,10.941176470588236,706.4583384195963,0.011249999748542905,62.291666666666664,4.899999952316284,0.08929166616871953,17.272499918937683,14.404166708389917,269.125
2016-03-10,0.6241666674613953,,,,38.916666666666664,28.916666666666668,6.916666666666667,709.7666676839193,0.046249999199062586,63.791666666666664,3.9736842481713546,0.15604166663251817,13.766250014305115,16.316666583220165,305.75
2016-03-11,0.8112499924997488,18.233332951863606,15.399999936421713,29.43333371480306,28.958333333333332,39.5,13.0,711.9583333333334,0.008333333147068819,62.708333333333336,4.077272740277377,0.09866666607558727,15.867083311080933,17.208333214124043,289.875
2016-03-12,1.5858333309491475,20.366666316986084,14.286666679382325,30.47333335876465,38.44444444444444,101.5,27.5,711.2374928792318,0.0,48.541666666666664,5.331818190487948,0.25133333650107187,20.75208326180776,4.866666615009308,201.91666666666666
2016-03-13,1.327083334326744,20.830000400543213,18.020000076293947,34.68000049591065,24.26086956521739,103.54166666666667,27.36842105263158,709.9541625976562,0.0,28.208333333333332,4.984999966621399,0.26370833286394674,24.881666660308838,11.145833184321722,266.9166666666667
2016-03-14,1.4641666784882545,20.816666841506958,19.12499992052714,35.80833307902018,32.875,88.25,21.0,710.4416681925455,0.0,17.291666666666668,6.5541666348775225,0.22974999923705278,26.84833327929179,7.483333388964335,235.41666666666666
2016-03-15,0.9304166610042254,9.988888793521458,17.75555568271213,23.566666497124565,32.09090909090909,93.79166666666667,22.681818181818183,708.8874969482422,0.0,26.166666666666668,5.679166694482167,0.17170833299557367,27.33749993642171,11.050000021855036,258.8333333333333
2016-03-16,1.0800000056624413,7.0,16.416666825612385,19.233333269755047,23.666666666666668,94.45833333333333,35.041666666666664,710.7083333333334,0.0,56.25,5.622727264057506,0.11599999953371783,24.297499974568684,8.004166603088379,186.625
2016-03-17,0.9450000002980232,,,,36.083333333333336,111.33333333333333,42.333333333333336,708.8958358764648,0.0,69.66666666666667,5.2875000437100725,0.20220833318307996,24.94374990463257,9.28749997417132,161.33333333333334
2016-03-18,0.9300000021855036,13.749999761581421,12.399999856948853,19.950000047683716,29.625,85.29166666666667,31.583333333333332,707.3958333333334,0.0,60.458333333333336,6.120833317438762,0.2023333355318755,25.97291660308838,9.179166575272879,170.58333333333334
2016-03-19,0.6316666652758917,,,,30.695652173913043,48.708333333333336,16.57894736842105,714.8333409627279,0.0,69.08333333333333,4.399999996026357,0.08749999944120646,15.733333230018616,16.029166728258133,70.125
2016-03-20,0.6124999895691872,,,,40.791666666666664,26.625,8.411764705882353,721.1833318074545,0.0,46.125,4.439999985694885,0.12708333390764892,13.354583382606506,10.0,108.83333333333333
2016-03-21,0.7795833249886831,6.900000035762787,12.566666603088379,14.533332824707031,33.47826086956522,38.333333333333336,11.476190476190476,720.4166666666666,0.0,45.875,4.608333349227905,0.25429166332954384,15.071666836738586,10.958333457509676,134.04166666666666
2016-03-22,0.9550000031789144,8.225000023841858,11.999999761581421,14.100000143051147,34.916666666666664,60.416666666666664,18.130434782608695,713.7750040690104,0.0,51.875,5.0666666485014415,0.254124998881404,19.34375003973643,8.408333385984102,183.79166666666666
2016-03-23,0.9608333284656206,12.924999952316284,12.350000143051147,19.09999990463257,29.583333333333332,63.708333333333336,19.2,707.8666687011719,0.0,40.25,4.956521676934284,0.2563750005647307,26.601250330607098,9.254166732231775,232.33333333333334
2016-03-24,0.6812500034769376,7.8500001430511475,13.0,14.699999809265137,38.083333333333336,77.25,13.25,711.4916661580404,0.0,21.458333333333332,5.500000019868215,0.255708334564891,23.379166841506958,15.462499916553497,122.34782608695652
2016-03-25,0.7904166653752327,,,,45.791666666666664,37.75,10.4,710.4458312988281,0.0,39.541666666666664,7.2083333532015486,0.23741666568093933,19.362916747728985,15.204166730244955,100.25
2016-03-26,1.1745833282669385,,,,35.583333333333336,61.041666666666664,19.043478260869566,709.408327738444,0.0,63.25,6.456521801326586,0.15970833489942984,20.074166536331177,7.466666663686435,177.625
2016-03-27,1.088749999801318,7.866666674613953,13.549999952316284,16.318181904879484,30.26086956521739,87.04166666666667,25.125,712.8583348592123,0.0,56.375,6.020833313465118,0.23333333361855088,22.87416648864746,10.445833295583725,155.5
2016-03-28,0.8341666658719381,,,,23.875,39.833333333333336,15.19047619047619,713.6208343505859,0.0020833332867672047,83.33333333333333,4.504761900220599,0.04454166640061885,19.25041651725769,13.433333218097687,102.08333333333333
2016-03-29,1.082499993344148,6.4666666984558105,9.566666603088379,9.866666475931803,25.583333333333332,62.666666666666664,25.625,709.595827738444,0.0,76.625,4.204545443708247,0.18433333358067708,22.695833444595337,9.420833200216293,121.41666666666667
2016-03-30,1.6462499847014744,17.254545645280317,16.55454531582919,27.663636207580566,19.91304347826087,142.58333333333334,41.666666666666664,706.908327738444,0.0,66.0,4.695000040531158,0.10250000069208909,25.144583304723103,4.94583335518837,180.20833333333334
2016-03-31,0.9379166613022486,9.639999866485596,15.199999809265137,18.700000190734862,34.34782608695652,80.25,20.095238095238095,705.1124979654948,0.0,26.625,5.629166642824809,0.15204166665110583,29.632499933242798,11.487499992052713,203.20833333333334
2016-04-01,0.7225000038743019,11.90000025431315,13.899999936421713,19.60000006357829,37.083333333333336,73.29166666666667,17.047619047619047,708.4791666666666,0.0,33.708333333333336,4.323809532892136,0.2619583336393892,25.237083117167156,19.17083344856898,161.91666666666666
2016-04-02,0.7441666722297668,,,,39.75,33.625,13.3,718.6666666666666,0.0,47.458333333333336,5.128571453548613,0.21087500001885928,16.35124997297923,10.383333325386047,109.20833333333333
2016-04-03,0.9020833348234495,8.619999980926513,6.7399999618530275,9.279999923706054,33.708333333333336,45.583333333333336,14.681818181818182,717.3458353678385,0.0,38.541666666666664,6.5041667222976685,0.264416664019033,19.236250082651775,9.445833335320154,170.91666666666666
2016-04-04,0.9370833411812782,9.060000133514404,10.279999828338623,13.200000095367432,40.833333333333336,58.75,15.347826086956522,716.6291656494141,0.0,43.75,6.237500051657359,0.26670833325382165,21.731666684150696,9.400000015894571,178.16666666666666
2016-04-05,0.9825000017881393,9.600000063578287,11.333333333333334,14.766667048136393,34.25,67.125,18.083333333333332,715.5666681925455,0.0,61.333333333333336,6.429166654745738,0.25787500002479646,22.421666900316875,12.92083332935969,144.08333333333334
2016-04-06,0.8791666701436043,7.1250001192092896,10.949999809265137,11.924999952316284,33.125,74.66666666666667,15.375,713.7708282470703,0.0,58.041666666666664,4.943478273308796,0.17549999925055695,23.559583346048992,12.516666611035665,134.20833333333334
2016-04-07,1.0304166699449222,9.133333365122477,13.399999936421713,16.333333015441895,33.25,64.20833333333333,18.083333333333332,713.5041656494141,0.0,63.083333333333336,5.674999912579854,0.1408333322372831,23.2204167842865,9.804166634877523,158.20833333333334
2016-04-08,1.053749993443489,8.25,9.300000190734863,11.350000381469727,15.5,59.166666666666664,18.875,713.6958312988281,0.0,79.625,4.273684200487639,0.05795833296724595,21.787916501363117,12.949999968210856,111.375
