,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE,SURESTE
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2019-07-29,0.5991666666666667,,,,35.583333333333336,34.375,11.49,725.1916666666666,0.0,56.833333333333336,3.7904761904761903,0.1719583333333333,28.54541666666667,14.512500000000001,
2019-07-30,0.6108333333333333,,,,36.708333333333336,55.166666666666664,20.514347826086954,725.8416666666667,0.0,52.458333333333336,4.023809523809524,0.18562499999999993,29.81166666666667,15.466666666666667,
2019-07-31,0.6333333333333334,,,,25.166666666666668,80.79166666666667,25.60541666666666,726.2083333333334,0.0,50.958333333333336,4.519047619047619,0.1957916666666666,30.033749999999998,15.229166666666666,
2019-08-01,0.6769565217391305,,,,29.47826086956522,54.0,19.102307692307694,726.421739130435,0.0,51.43478260869565,5.84,0.2135652173913043,30.50347826086957,14.978260869565217,
2019-08-02,0.7041666666666666,,,,28.833333333333332,36.333333333333336,7.88,725.9041666666666,0.0,51.75,4.279166666666667,0.20608333333333329,30.668749999999992,14.458333333333336,
2019-08-03,0.7079166666666667,,,,30.708333333333332,34.583333333333336,9.469565217391304,725.1333333333333,0.0,49.666666666666664,4.128571428571429,0.18112499999999995,31.034999999999997,13.312499999999998,
2019-08-04,0.6458333333333333,,,,32.625,33.416666666666664,8.950833333333335,724.8541666666665,0.0,48.208333333333336,4.554166666666667,0.20029166666666662,31.230833333333333,14.299999999999999,
2019-08-05,0.7170833333333334,,,,29.958333333333332,42.083333333333336,10.150833333333333,724.8625000000001,0.0,50.375,4.324999999999999,0.18287499999999998,31.29291666666666,14.987499999999999,
2019-08-06,0.7320833333333335,,,,32.0,47.208333333333336,17.139166666666668,724.4250000000001,0.004166666666666667,55.083333333333336,4.521739130434782,0.20412499999999997,30.884999999999994,14.416666666666664,
2019-08-07,0.6929166666666667,,,,31.041666666666668,41.458333333333336,18.417647058823533,724.1291666666667,0.0,54.25,4.041176470588234,0.19566666666666666,30.53958333333333,14.549999999999999,
2019-08-08,0.69,,,,33.833333333333336,45.666666666666664,,723.6458333333334,0.0,53.083333333333336,4.083333333333332,0.19708333333333328,31.446666666666673,14.65,
2019-08-09,0.6924999999999999,,,,35.5,49.541666666666664,,723.6416666666668,0.0,49.541666666666664,4.7105263157894735,0.20233333333333334,31.807083333333335,16.174999999999997,
2019-08-10,0.6950000000000002,,,,31.833333333333332,40.958333333333336,,723.9916666666664,0.0,52.666666666666664,4.104761904761905,0.20304166666666665,31.260416666666668,17.5375,
2019-08-11,0.6883333333333334,,,,29.454545454545453,28.958333333333332,,724.9749999999999,0.0,55.166666666666664,3.9428571428571435,0.19674999999999998,31.098750000000006,15.958333333333334,
2019-08-12,0.7730434782608697,,,,40.13636363636363,54.90909090909091,,724.1863636363637,0.0,49.714285714285715,4.657894736842106,0.19779166666666667,32.38999999999999,15.185714285714285,
2019-08-13,0.7829166666666668,,,,29.791666666666668,46.869565217391305,,723.7041666666668,0.0,50.0,4.442857142857143,0.20154166666666662,31.985833333333332,15.62916666666667,
2019-08-14,0.7595833333333334,,,,27.458333333333332,24.916666666666668,,725.0875,0.0,50.875,4.990476190476191,0.19808333333333336,31.235833333333332,14.874999999999995,
2019-08-15,0.7954166666666667,,,,29.833333333333332,32.916666666666664,16.63391304347826,725.7958333333332,0.0,50.583333333333336,4.021739130434782,0.1954583333333333,32.20583333333334,14.137499999999996,
2019-08-16,0.7933333333333333,,,,30.041666666666668,21.666666666666668,12.473,724.5291666666666,0.0,49.083333333333336,4.547826086956522,0.195125,32.36541666666667,14.258333333333335,
