,NORESTE2,NORESTE2,NORESTE2,NORESTE2,NORESTE2,NORESTE2,NORESTE2,NORESTE2,NORESTE2,NORESTE2,NORESTE2,NORESTE2,NORESTE2,NORESTE2,NORESTE2
,CO,NO,NO2,NOX,O3,PM10,PM2.5,PRS,RAINF,RH,SO2,SR,TOUT,WSR,WDR
,ppm,ppb,ppb,ppb,ppb,ug/m3,ug/m3,mmhg,mm/hr,%,ppb,KW/m2,DegC,km/hr,Deg
Date,,,,,,,,,,,,,,,
2015-02-04,0.4825,3.0666666666666664,23.566666666666666,26.63333333333334,,111.52173913043478,32.72727272727273,725.2874999999999,0.01,71.83333333333333,9.616666666666667,0.3496666666666666,14.422500000000001,6.829166666666668,174.75
2015-02-05,0.22799999999999998,3.1666666666666674,21.53333333333333,24.7,,70.75,28.22222222222222,730.3000000000002,0.01,79.79166666666667,8.204166666666666,0.09935294117647057,11.943333333333335,10.0875,176.66666666666666
2015-02-06,0.4872727272727273,2.463636363636364,19.936363636363634,22.4,,74.4090909090909,22.727272727272727,731.4090909090909,,80.63636363636364,11.0,0.07570000000000002,10.97090909090909,7.472727272727274,153.4090909090909
2015-02-07,0.7570833333333334,3.0125000000000006,20.370833333333334,23.383333333333336,,105.29166666666667,35.833333333333336,726.2416666666667,,64.41666666666667,7.1000000000000005,0.32658333333333334,16.040000000000003,5.604166666666667,200.375
2015-02-08,0.9558333333333332,3.7374999999999994,26.10416666666666,29.841666666666665,,99.875,42.578947368421055,722.0541666666668,,45.958333333333336,6.320833333333333,0.23447368421052636,21.605833333333333,8.470833333333333,276.625
2015-02-09,0.63125,3.6125000000000003,18.116666666666664,21.729166666666668,,87.54166666666667,21.772727272727273,725.4666666666667,,35.416666666666664,6.156521739130436,0.31314285714285717,22.079166666666666,9.924999999999999,180.34782608695653
2015-02-10,0.6786956521739131,6.495652173913043,32.839130434782604,39.33478260869566,,143.65217391304347,32.95238095238095,723.4391304347826,,45.52173913043478,10.345,0.2174000000000001,19.62173913043478,8.75652173913043,156.95652173913044
2015-02-11,0.4808695652173914,6.616666666666667,28.316666666666663,34.93333333333333,,97.69565217391305,24.05,721.8833333333333,,50.5,8.945454545454545,0.17566666666666675,18.59625,7.625,166.58333333333334
2015-02-12,0.4116666666666666,3.975000000000001,16.350000000000005,20.325000000000003,,29.27777777777778,11.833333333333334,728.9791666666666,0.11214285714285718,83.0,5.429166666666666,0.015666666666666666,13.534166666666666,9.7,196.08333333333334
2015-02-13,0.6012500000000001,5.570833333333334,21.095833333333328,26.666666666666668,,90.0909090909091,43.95454545454545,730.8916666666665,0.028333333333333332,80.875,16.504166666666666,0.06452631578947365,12.039583333333333,6.695833333333334,155.08333333333334
2015-02-14,0.7429166666666668,6.6375,28.34583333333333,34.98333333333334,,72.83333333333333,41.75,729.15,0.011666666666666667,85.375,10.983333333333334,0.03741666666666667,14.031666666666665,5.241666666666666,165.56521739130434
2015-02-15,0.58,4.158333333333333,23.912499999999994,28.07083333333333,,70.04166666666667,36.78260869565217,724.3916666666668,0.015000000000000001,82.79166666666667,7.741666666666666,0.0697083333333333,16.488749999999996,4.441666666666667,160.70833333333334
2015-02-16,0.6034782608695652,6.304166666666667,21.25416666666667,27.558333333333334,,84.26315789473684,31.357142857142858,721.1208333333333,0.03666666666666667,62.125,7.463157894736843,0.1643333333333333,19.032083333333333,12.887500000000001,224.08333333333334
2015-02-17,0.45208333333333334,4.2958333333333325,12.695833333333333,16.991666666666664,,68.27777777777777,19.523809523809526,727.4625000000001,,70.45833333333333,5.295833333333333,0.07429166666666666,8.710833333333332,10.570833333333333,145.54166666666666
2015-02-18,0.7275,11.241666666666667,29.825,41.06666666666666,,136.58333333333334,29.708333333333332,730.2916666666669,,59.666666666666664,7.358333333333334,0.19852173913043486,11.993333333333334,8.799999999999999,188.5
2015-02-19,0.5287499999999999,5.954166666666667,24.64583333333334,30.600000000000005,,108.75,23.375,728.2666666666665,,62.666666666666664,6.04090909090909,0.18291666666666673,13.933333333333332,9.341666666666667,190.95833333333334
2015-02-20,0.557391304347826,4.2875000000000005,24.35416666666667,28.64166666666667,,100.41666666666667,28.72222222222222,721.6416666666665,,64.375,10.175,0.17629166666666674,18.24416666666667,7.849999999999999,180.04166666666666
2015-02-21,0.7245833333333334,7.654166666666669,30.954166666666666,38.60833333333334,,129.27272727272728,34.42857142857143,719.8375000000001,,58.958333333333336,10.466666666666665,0.17195833333333332,21.229583333333334,7.341666666666665,167.08695652173913
2015-02-22,0.5817391304347825,4.175,27.504166666666666,31.67916666666667,,80.16666666666667,23.764705882352942,722.3000000000001,,67.58333333333333,9.831249999999999,0.15237499999999998,21.372916666666665,6.508333333333333,146.04166666666666
2015-02-23,0.3383333333333333,3.0916666666666672,9.591666666666667,12.683333333333337,,19.818181818181817,7.333333333333333,729.9333333333333,0.03545454545454547,79.58333333333333,4.3352941176470585,0.045000000000000005,8.639583333333333,14.579166666666664,110.54166666666667
2015-02-24,0.51,5.070833333333333,14.20833333333333,19.279166666666665,,50.77777777777778,15.894736842105264,726.5999999999999,0.013333333333333334,82.58333333333333,8.341666666666669,0.05784615384615385,4.499583333333333,8.4,160.20833333333334
2015-02-25,0.49958333333333343,4.7250000000000005,19.20833333333334,23.933333333333337,,95.83333333333333,23.736842105263158,721.1875,0.01,60.666666666666664,9.131818181818183,0.27370588235294124,11.638750000000002,9.579166666666667,182.79166666666666
2015-02-26,0.6241666666666666,8.675000000000002,28.2375,36.91250000000001,,128.125,28.217391304347824,723.0083333333333,,50.416666666666664,10.372727272727273,0.1919166666666667,15.407916666666665,10.329166666666667,190.70833333333334
2015-02-27,0.6858333333333332,6.500000000000001,19.170833333333334,25.670833333333334,,12.833333333333334,10.142857142857142,727.6166666666667,0.04421052631578949,85.45833333333333,5.916666666666667,0.02591666666666667,7.533333333333332,8.833333333333334,119.45833333333333
2015-02-28,0.39958333333333335,4.558333333333334,13.224999999999996,17.783333333333335,,60.0625,19.705882352941178,727.1666666666665,0.02428571428571429,82.0,7.158333333333334,0.09689473684210521,7.279583333333332,7.2124999999999995,136.5
2015-03-01,0.4420833333333332,4.320833333333334,16.491666666666664,20.812500000000004,,55.041666666666664,33.27272727272727,727.3541666666665,0.01,83.66666666666667,11.879166666666668,0.058208333333333306,10.480833333333333,4.858333333333333,116.75
2015-03-02,0.5883333333333333,5.678260869565217,17.78695652173913,23.46521739130435,,23.294117647058822,16.4,727.8041666666668,0.014999999999999998,87.125,7.045833333333332,0.041375,11.445416666666668,7.641666666666667,109.83333333333333
2015-03-03,0.6658333333333334,8.518181818181818,23.795454545454547,32.31363636363637,,100.25,29.304347826086957,721.3333333333334,0.01,79.0,12.119999999999997,0.17133333333333337,15.811249999999996,5.666666666666667,189.58333333333334
2015-03-04,0.6116666666666667,9.383333333333331,30.46666666666667,39.849999999999994,,137.5,32.388888888888886,718.5166666666668,,73.25,13.338888888888889,0.16916666666666666,20.68583333333333,6.808333333333334,198.66666666666666
2015-03-05,0.3025,3.286363636363636,7.277272727272727,10.563636363636364,,22.526315789473685,9.157894736842104,732.0375000000003,,64.33333333333333,4.445454545454545,0.056416666666666636,8.269583333333333,18.0375,30.541666666666668
2015-03-06,0.44791666666666674,4.3375,14.987500000000002,19.325,,60.166666666666664,20.318181818181817,734.8375,,51.208333333333336,6.625000000000001,0.10045833333333332,8.103750000000002,9.637499999999998,142.34782608695653
2015-03-07,0.5129166666666667,4.704166666666667,19.0,23.704166666666662,,77.375,22.708333333333332,731.5583333333334,,48.166666666666664,7.158333333333331,0.14391666666666666,10.35416666666667,7.499999999999999,139.66666666666666
2015-03-08,0.5270833333333333,3.9125,19.458333333333336,23.370833333333337,,57.125,25.304347826086957,726.4666666666666,0.045,71.58333333333333,8.695833333333335,0.06437499999999997,12.726250000000002,5.637500000000002,147.79166666666666
2015-03-09,0.6995833333333333,6.552173913043479,23.917391304347824,30.469565217391303,,7.0,26.73913043478261,721.0875,0.20400000000000001,72.79166666666667,9.522727272727273,0.16727272727272727,17.24083333333333,8.112500000000002,193.79166666666666
2015-03-10,0.42571428571428566,4.3,16.40714285714286,20.707142857142856,,75.8,25.40909090909091,723.65,0.14375000000000002,83.625,5.076923076923077,0.0418,16.25916666666667,6.9624999999999995,181.29166666666666
2015-03-11,,,,,,31.727272727272727,25.571428571428573,727.115789473684,0.04,76.84210526315789,,0.17409999999999998,15.674736842105263,6.4105263157894745,144.0
2015-03-12,,,,,,122.75,40.611111111111114,725.9166666666666,,66.58333333333333,,0.2967058823529414,16.80375,7.075000000000002,174.54166666666666
2015-03-13,,,,,,91.125,44.608695652173914,724.4208333333332,0.02,70.0,,0.0968,16.19958333333333,4.920833333333333,232.04166666666666
2015-03-14,,,,,,93.29166666666667,62.0,726.1874999999999,0.018,76.91666666666667,,0.07476923076923077,15.615416666666668,5.716666666666668,248.45833333333334
2015-03-15,,,,,,55.666666666666664,33.473684210526315,728.7750000000002,0.018333333333333333,78.83333333333333,,0.06784615384615385,15.893750000000002,6.470833333333332,182.5
2015-03-16,,,,,,62.09090909090909,34.25,728.3125,0.025,79.04166666666667,,0.09606666666666666,15.635833333333332,6.216666666666666,186.25
2015-03-17,,,,,,64.73913043478261,48.06666666666667,725.9833333333335,0.05642857142857143,85.16666666666667,,0.16323076923076918,16.8025,5.895833333333332,166.625
2015-03-18,,,,,,95.1304347826087,52.75,723.4291666666667,0.01,80.91666666666667,,0.13752941176470587,19.014999999999997,4.995833333333334,216.70833333333334
2015-03-19,,,,,,131.375,52.89473684210526,721.7583333333332,,76.45833333333333,,0.14404166666666662,21.06083333333334,6.195833333333333,165.75
2015-03-20,,,,,,106.66666666666667,49.40909090909091,723.6416666666664,0.025,77.45833333333333,,0.10029166666666665,22.05416666666667,6.1833333333333345,133.6086956521739
2015-03-21,,,,,,33.705882352941174,20.90909090909091,724.2125000000001,0.084,79.83333333333333,,0.13394444444444442,19.117083333333337,8.908333333333331,179.82608695652175
2015-03-22,,,,,,52.625,22.11111111111111,724.3083333333334,,69.5,,0.22383333333333336,22.583750000000006,7.8999999999999995,175.125
2015-03-23,,,,,,110.83333333333333,34.0,724.6416666666668,,58.958333333333336,,0.22816666666666674,23.398750000000007,8.374999999999998,185.66666666666666
2015-03-24,,,,,,107.17391304347827,25.3,722.8083333333334,,55.375,,0.23270833333333338,22.824166666666667,8.320833333333333,167.625
2015-03-25,,,,,,95.25,41.5,720.9208333333331,,76.79166666666667,,0.14441666666666664,20.760416666666668,7.879166666666666,171.41666666666666
2015-03-26,,,,,,67.58333333333333,29.35,723.8000000000001,,64.83333333333333,,0.17663636363636365,19.563750000000002,13.550000000000004,110.70833333333333
2015-03-27,,,,,,81.79166666666667,22.55,728.7208333333333,,37.375,,0.3358823529411765,19.948333333333334,6.704166666666665,180.91666666666666
2015-03-28,,,,,,81.16666666666667,30.1,726.4416666666666,,40.833333333333336,,0.2866000000000001,20.399583333333336,8.420833333333333,161.875
2015-03-29,,,,,,85.21739130434783,31.894736842105264,724.8208333333332,,52.541666666666664,,0.2420833333333334,22.888333333333332,8.549999999999999,181.45833333333334
2015-03-30,,,,,,88.3913043478261,29.15,724.9208333333335,,61.041666666666664,,0.25326086956521743,23.06125,8.370833333333334,132.91666666666666
2015-03-31,,,,,,69.45833333333333,32.65217391304348,723.2374999999998,,70.375,,0.12924999999999998,21.962500000000002,8.029166666666667,133.25
2015-04-01,,,,,,91.0,43.23809523809524,720.8791666666666,,70.625,,0.18550000000000003,22.89916666666667,9.466666666666669,132.2608695652174
2015-04-02,,,,,,96.29166666666667,54.38095238095238,721.3208333333333,,65.625,,0.22379166666666672,25.090833333333336,9.0375,178.66666666666666
2015-04-03,,,,,,60.81818181818182,41.142857142857146,721.9583333333334,,69.875,,0.19139130434782614,25.306250000000002,6.5541666666666645,129.08333333333334
2015-04-04,,,,,,23.523809523809526,18.428571428571427,726.8625000000001,0.032857142857142856,85.375,,0.05721052631578947,17.73,11.325000000000001,72.33333333333333
2015-04-05,,,,,,49.5,17.705882352941178,722.7347826086956,0.024999999999999998,76.52173913043478,,0.24894117647058836,19.60304347826087,7.786956521739131,174.69565217391303
2015-04-06,,,,,,82.25,32.95,721.225,,78.58333333333333,,0.10378260869565213,22.471666666666664,7.337500000000001,136.45833333333334
2015-04-07,,,,,,90.41666666666667,36.04347826086956,722.1708333333335,,74.45833333333333,,0.13441666666666666,22.987916666666663,8.504166666666668,132.16666666666666
2015-04-08,,,,,,81.34782608695652,35.94736842105263,720.9434782608696,0.01,75.69565217391305,,0.09713043478260867,22.67086956521739,8.230434782608693,149.08695652173913
2015-04-09,,,,,,92.66666666666667,54.416666666666664,719.9166666666665,0.024,64.375,,0.2226666666666667,26.19125,8.799999999999999,182.08333333333334
2015-04-10,,,,,,71.91304347826087,32.0625,723.0458333333335,0.29,64.95833333333333,,0.19860869565217393,24.893333333333334,10.320833333333335,180.75
2015-04-11,,,,,,62.7,29.0,722.875,0.06666666666666667,77.2,,0.1578,23.049,8.239999999999998,132.2
2015-04-12,,,,,,58.46153846153846,23.266666666666666,720.4761904761906,0.24,79.19047619047619,,0.1817647058823529,22.31809523809524,7.514285714285715,148.57142857142858
2015-04-13,,,,,,97.33333333333333,37.46666666666667,721.8458333333334,0.02,72.5,,0.22362500000000005,23.010833333333338,7.566666666666666,177.0
2015-04-14,,,,,,58.78260869565217,25.235294117647058,724.0666666666667,0.94,75.58333333333333,,0.09166666666666663,20.7375,10.16666666666667,115.04166666666667
2015-04-15,,,,,,73.375,30.523809523809526,722.8041666666667,0.02,79.08333333333333,,0.1415833333333333,20.239583333333332,7.491666666666666,114.70833333333333
2015-04-16,,,,,,66.70833333333333,25.0625,720.3083333333335,0.39,73.29166666666667,,0.17995833333333336,23.1925,7.391666666666668,159.08333333333334
2015-04-17,,,,,,105.79166666666667,43.82608695652174,719.7583333333332,,73.91666666666667,,0.16579166666666664,24.747083333333336,6.945833333333332,172.66666666666666
2015-04-18,,,,,,98.91666666666667,45.21052631578947,719.0458333333335,,68.375,,0.21187500000000006,25.665833333333328,9.829166666666666,131.04166666666666
2015-04-19,,,,,,55.31818181818182,26.9375,719.0083333333336,1.58,70.41666666666667,,0.2280833333333334,23.955416666666668,8.4125,200.66666666666666
2015-04-20,,,,,,42.791666666666664,25.3125,721.6541666666667,0.035,77.08333333333333,,0.04091666666666667,19.56666666666666,7.166666666666667,172.95833333333334
2015-04-21,,,,,,78.65217391304348,26.391304347826086,721.8166666666666,,80.83333333333333,,0.06356521739130434,18.97875,7.2458333333333345,142.41666666666666
2015-04-22,,,,,,74.08695652173913,35.55555555555556,719.9083333333334,0.015,78.04166666666667,,0.23383333333333342,23.435416666666665,5.416666666666667,146.41666666666666
2015-04-23,,,,,,105.95652173913044,42.3,720.0166666666668,0.03,76.79166666666667,,0.18708333333333338,25.814583333333335,7.7749999999999995,150.79166666666666
2015-04-24,,,,,,95.44444444444444,30.157894736842106,718.6136363636363,,73.0,,0.2245454545454546,25.86909090909091,8.513636363636365,140.4090909090909
2015-04-25,,,,,,94.80952380952381,44.0,717.8291666666668,,66.33333333333333,,0.23787500000000003,26.97333333333334,10.295833333333333,174.625
2015-04-26,,,,,,76.875,44.266666666666666,715.1458333333334,,56.666666666666664,,0.2504583333333334,28.69708333333334,9.237499999999999,200.08333333333334
2015-04-27,,,,,,68.625,23.5,716.0291666666667,,39.0,,0.24875000000000003,25.90291666666667,12.79166666666667,130.625
2015-04-28,,,,,,45.04545454545455,11.785714285714286,723.0166666666668,,40.5,,0.2757916666666667,20.234583333333337,14.783333333333333,89.625
2015-04-29,,,,,,58.0,13.368421052631579,725.6416666666665,,43.75,,0.3330500000000001,18.66666666666667,11.237500000000002,132.70833333333334
2015-04-30,,,,,,65.04347826086956,23.666666666666668,723.8666666666668,,47.333333333333336,,0.27854545454545465,19.915833333333335,9.275,160.54166666666666
2015-05-01,,,,,,54.916666666666664,23.31578947368421,723.9416666666666,,53.291666666666664,,0.27770833333333333,21.883749999999996,8.554166666666667,126.75
2015-05-02,,,,,,53.125,26.105263157894736,723.8499999999998,,69.95833333333333,,0.15979166666666667,21.136666666666667,10.012500000000001,145.5
2015-05-03,,,,,,44.04761904761905,21.45,722.0916666666667,,75.125,,0.11920833333333332,21.5925,9.816666666666668,133.95833333333334
2015-05-04,,,,,,56.208333333333336,25.217391304347824,721.5458333333336,0.04000000000000001,82.58333333333333,,0.051333333333333314,22.03166666666667,10.266666666666666,124.41666666666667
2015-05-05,,,,,,74.04166666666667,32.85,720.2624999999998,0.038571428571428576,78.95833333333333,,0.13376190476190475,23.201666666666664,10.745833333333332,131.41666666666666
2015-05-06,,,,,,82.66666666666667,42.04761904761905,719.625,,76.875,,0.1495,24.383750000000003,11.233333333333333,142.75
2015-05-07,,,,,,87.95833333333333,40.0,718.9625,,71.79166666666667,,0.21229166666666668,26.571666666666662,10.366666666666667,144.25
2015-05-08,,,,,,83.5,53.8235294117647,719.3000000000002,,73.70833333333333,,0.13337499999999997,26.355,8.333333333333334,133.66666666666666
2015-05-09,,,,,,84.29166666666667,43.411764705882355,717.7791666666666,0.045,65.04166666666667,,0.22850000000000004,26.74083333333333,10.924999999999999,160.33333333333334
2015-05-10,,,,,,77.33333333333333,46.333333333333336,717.8083333333334,,69.41666666666667,,0.165625,26.135833333333334,9.083333333333334,138.29166666666666
2015-05-11,,,,,,85.26086956521739,50.611111111111114,720.1166666666667,0.13,78.75,,0.10004166666666665,25.505416666666665,8.183333333333334,115.375
2015-05-12,,,,,,60.588235294117645,18.666666666666668,724.2521739130436,0.5640000000000001,77.78260869565217,,0.102,22.894782608695653,11.395652173913042,104.43478260869566
2015-05-13,,,,,,76.375,28.227272727272727,723.5166666666664,,75.08333333333333,,0.1604583333333333,24.334999999999997,10.116666666666665,139.375
2015-05-14,,,,,,79.25,31.863636363636363,722.8916666666668,,72.08333333333333,,0.16995833333333335,25.12333333333333,9.9375,135.625
2015-05-15,,,,,,73.73913043478261,34.388888888888886,721.0416666666665,,69.66666666666667,,0.23037500000000002,25.899166666666662,9.5125,160.70833333333334
2015-05-16,,,,,,89.66666666666667,31.95,718.7166666666668,,68.20833333333333,,0.2670416666666667,26.667083333333327,10.437500000000002,186.20833333333334
2015-05-17,,,,,,69.57142857142857,47.0,720.7374999999998,0.03,73.20833333333333,,0.1893750000000001,27.150833333333328,8.820833333333335,134.54166666666666
2015-05-18,,,,,,81.625,43.63157894736842,722.9458333333333,,75.08333333333333,,0.12420833333333332,26.176666666666673,9.566666666666665,127.125
2015-05-19,,,,,,75.16666666666667,38.76190476190476,721.4000000000001,0.095,76.375,,0.17166666666666672,25.85416666666667,13.300000000000002,140.29166666666666
2015-05-20,,,,,,77.95833333333333,31.045454545454547,720.7375000000002,,72.125,,0.18300000000000008,26.044166666666666,8.541666666666668,135.0
2015-05-21,,,,,,73.3913043478261,29.571428571428573,723.1875,0.03666666666666667,78.29166666666667,,0.121875,24.27458333333333,9.233333333333333,139.5
2015-05-22,,,,,,65.95238095238095,25.285714285714285,724.0500000000001,0.03,74.54166666666667,,0.113875,24.30583333333334,8.845833333333333,155.0
2015-05-23,,,,,,69.54545454545455,29.142857142857142,722.5166666666665,0.5233333333333333,72.58333333333333,,0.2127083333333334,25.698333333333334,12.366666666666667,151.875
2015-05-24,,,,,,58.94736842105263,21.263157894736842,721.0041666666667,0.01,69.75,,0.2548695652173913,24.615833333333327,10.029166666666665,202.08333333333334
2015-05-25,,,,,,76.1304347826087,38.23529411764706,719.0666666666665,,68.83333333333333,,0.26245833333333335,27.231666666666666,10.233333333333334,120.0
2015-05-26,,,,,,81.0,49.526315789473685,721.2333333333332,,77.20833333333333,,0.10175,26.45375,9.670833333333333,131.16666666666666
2015-05-27,,,,,,94.70833333333333,41.64705882352941,722.4958333333334,,73.375,,0.20116666666666672,26.852500000000003,12.00416666666667,132.125
2015-05-28,,,,,,76.16666666666667,,722.3333333333335,,70.95833333333333,,0.17400000000000002,26.5475,11.3125,139.25
